SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.372,-0.151,-0.212,-0.233,-0.222,-0.279,-0.091,-0.137,-0.243,-0.304,-0.107,-0.212,-0.222,-0.177,-0.262,-0.262,-0.212,-0.189,-0.107,-0.151
-0.313,-0.035,-0.196,-0.34,-0.112,-0.308,-0.102,-0.108,-0.179,-0.307,-0.121,-0.127,-0.332,-0.198,-0.303,-0.323,-0.216,-0.225,-0.04,-0.07
-0.33,-0.062,-0.276,-0.285,-0.142,-0.301,-0.175,-0.181,-0.113,-0.268,-0.169,-0.175,-0.254,-0.128,-0.268,-0.225,-0.254,-0.297,-0.098,-0.113
-0.245,-0.213,-0.269,-0.213,-0.156,-0.288,-0.15,-0.178,-0.245,-0.277,-0.09,-0.125,-0.253,-0.183,-0.269,-0.355,-0.189,-0.194,-0.057,-0.199
-0.396,-0.038,-0.236,-0.274,-0.079,-0.327,-0.151,-0.256,-0.112,-0.345,-0.112,-0.151,-0.215,-0.169,-0.301,-0.201,-0.16,-0.236,-0.123,-0.112
-0.278,-0.085,-0.258,-0.225,-0.158,-0.281,-0.131,-0.113,-0.131,-0.358,-0.08,-0.197,-0.271,-0.212,-0.236,-0.339,-0.261,-0.276,-0.04,-0.118
-0.218,-0.335,-0.274,-0.197,-0.148,-0.306,-0.052,-0.173,-0.372,-0.257,-0.148,-0.12,-0.173,-0.052,-0.197,-0.218,-0.218,-0.238,-0.12,-0.257
-0.139,-0.186,-0.139,-0.378,-0.139,-0.139,-0.206,-0.319,-0.344,-0.292,-0.139,-0.206,-0.083,-0.164,-0.26,-0.319,-0.164,-0.226,-0.048,-0.139
-0.355,-0.05,-0.252,-0.118,-0.214,-0.27,-0.27,0.0,-0.286,-0.408,-0.087,-0.145,-0.193,-0.05,-0.118,-0.316,-0.252,-0.301,-0.05,-0.118
-0.265,-0.051,-0.282,-0.217,-0.184,-0.327,-0.147,-0.196,-0.184,-0.305,-0.134,-0.147,-0.227,-0.16,-0.273,-0.297,-0.184,-0.313,-0.051,-0.16
-0.263,0.0,-0.141,-0.4,-0.114,-0.246,-0.141,-0.37,-0.308,-0.141,-0.084,-0.141,-0.187,-0.228,-0.208,-0.165,-0.208,-0.263,-0.165,-0.228
-0.272,-0.19,-0.244,-0.138,-0.159,-0.365,-0.091,-0.145,-0.178,-0.207,-0.145,-0.254,-0.19,-0.202,-0.1,-0.305,-0.371,-0.229,-0.108,-0.202
-0.382,-0.119,-0.157,-0.217,-0.124,-0.326,-0.113,-0.073,-0.182,-0.281,-0.113,-0.138,-0.368,-0.254,-0.22,-0.342,-0.178,-0.224,-0.053,-0.097
-0.339,-0.041,-0.271,-0.25,-0.171,-0.312,-0.142,-0.229,-0.12,-0.312,-0.18,-0.097,-0.213,-0.131,-0.295,-0.213,-0.277,-0.295,-0.041,-0.109
-0.293,-0.061,-0.251,-0.273,-0.201,-0.214,-0.084,-0.227,-0.33,-0.383,-0.187,-0.14,-0.227,-0.214,-0.239,-0.172,-0.157,-0.214,-0.035,-0.172
-0.355,-0.072,-0.245,-0.215,-0.172,-0.272,-0.132,-0.259,-0.198,-0.319,-0.098,-0.245,-0.19,-0.23,-0.181,-0.23,-0.198,-0.319,-0.041,-0.121
-0.327,-0.146,-0.267,-0.217,-0.146,-0.226,-0.146,-0.333,-0.251,-0.267,-0.146,-0.208,-0.157,-0.146,-0.217,-0.281,-0.189,-0.309,-0.046,-0.094
-0.274,0.0,-0.231,-0.344,-0.207,-0.231,-0.08,-0.242,-0.32,-0.351,-0.151,-0.18,-0.118,-0.135,-0.231,-0.207,-0.194,-0.32,-0.1,-0.1
-0.121,-0.149,-0.239,-0.174,-0.162,-0.186,-0.135,-0.368,-0.292,-0.336,-0.186,-0.229,-0.186,-0.174,-0.267,-0.239,-0.219,-0.162,-0.089,-0.229
-0.379,-0.131,-0.276,-0.213,-0.131,-0.317,-0.109,-0.205,-0.12,-0.306,-0.151,-0.141,-0.22,-0.213,-0.3,-0.188,-0.205,-0.243,-0.109,-0.151
-0.245,-0.082,-0.184,-0.205,-0.201,-0.227,-0.121,-0.227,-0.198,-0.292,-0.174,-0.181,-0.267,-0.326,-0.215,-0.304,-0.25,-0.25,-0.066,-0.155
-0.152,-0.067,-0.216,-0.257,-0.143,-0.281,-0.091,-0.313,-0.323,-0.328,-0.091,-0.178,-0.292,-0.231,-0.186,-0.152,-0.25,-0.263,-0.143,-0.143
-0.236,-0.037,-0.172,-0.288,-0.164,-0.272,-0.147,-0.229,-0.266,-0.328,-0.164,-0.242,-0.229,-0.172,-0.242,-0.236,-0.18,-0.299,-0.064,-0.18
-0.337,-0.061,-0.163,-0.236,-0.141,-0.363,-0.117,-0.211,-0.244,-0.391,-0.141,-0.183,-0.244,-0.22,-0.141,-0.183,-0.193,-0.244,-0.077,-0.152
-0.266,-0.097,-0.241,-0.246,-0.172,-0.236,-0.113,-0.261,-0.255,-0.302,-0.123,-0.214,-0.192,-0.203,-0.196,-0.243,-0.269,-0.29,-0.065,-0.198
-0.28,-0.081,-0.294,-0.237,-0.188,-0.249,-0.188,-0.249,-0.22,-0.316,-0.159,-0.174,-0.194,-0.159,-0.207,-0.207,-0.232,-0.243,-0.11,-0.226
-0.305,-0.071,-0.273,-0.347,-0.16,-0.305,-0.071,-0.196,-0.147,-0.334,-0.051,-0.104,-0.227,-0.029,-0.34,-0.16,-0.184,-0.392,0.0,-0.134
-0.336,-0.219,-0.308,-0.149,-0.149,-0.219,0.0,-0.121,-0.219,-0.349,-0.198,-0.258,-0.174,-0.149,-0.219,-0.239,-0.276,-0.276,0.0,-0.174
-0.387,0.0,-0.208,-0.181,-0.171,-0.298,-0.09,-0.181,-0.285,-0.333,-0.116,-0.217,-0.199,-0.225,-0.116,-0.285,-0.19,-0.285,-0.103,-0.15
-0.244,-0.011,-0.268,-0.197,-0.19,-0.343,-0.127,-0.218,-0.265,-0.235,-0.081,-0.244,-0.197,-0.141,-0.158,-0.262,-0.287,-0.281,-0.141,-0.231
-0.166,-0.207,-0.237,-0.201,-0.151,-0.294,-0.118,-0.303,-0.181,-0.201,-0.1,-0.264,-0.194,-0.166,-0.237,-0.329,-0.269,-0.279,-0.135,-0.143
-0.168,-0.19,-0.231,-0.168,-0.249,-0.231,-0.143,-0.249,-0.266,-0.249,-0.143,-0.231,-0.282,-0.143,-0.249,-0.266,-0.249,-0.231,-0.05,-0.231
-0.424,0.0,-0.164,-0.321,-0.187,-0.278,-0.083,-0.207,-0.278,-0.293,-0.048,-0.227,-0.113,-0.14,-0.207,-0.187,-0.207,-0.389,0.0,-0.048
-0.252,-0.13,-0.228,-0.252,-0.174,-0.202,-0.077,-0.22,-0.281,-0.326,-0.13,-0.22,-0.211,-0.228,-0.211,-0.295,-0.228,-0.252,-0.141,-0.13
-0.289,-0.03,-0.25,-0.263,-0.163,-0.24,-0.03,-0.209,-0.369,-0.316,-0.121,-0.254,-0.169,-0.209,-0.089,-0.25,-0.259,-0.268,-0.081,-0.175
-0.36,-0.053,-0.27,-0.282,-0.179,-0.282,-0.162,-0.153,-0.114,-0.405,-0.114,-0.079,-0.287,-0.143,-0.309,-0.162,-0.217,-0.251,-0.053,-0.053
-0.281,0.0,-0.281,-0.301,-0.211,-0.228,-0.183,-0.228,-0.173,-0.274,-0.163,-0.202,-0.163,-0.202,-0.252,-0.211,-0.244,-0.259,-0.141,-0.183
-0.335,-0.06,-0.212,-0.212,-0.237,-0.27,-0.199,-0.225,-0.237,-0.26,-0.103,-0.27,-0.212,-0.155,-0.155,-0.225,-0.26,-0.249,-0.122,-0.185
-0.275,-0.107,-0.153,-0.203,-0.198,-0.275,-0.135,-0.218,-0.188,-0.25,-0.159,-0.263,-0.267,-0.208,-0.223,-0.335,-0.25,-0.275,-0.039,-0.135
-0.254,-0.337,-0.337,-0.337,-0.181,-0.181,-0.136,-0.312,-0.254,0.0,-0.081,-0.081,-0.254,-0.136,-0.081,-0.181,-0.136,-0.337,-0.081,-0.254
-0.233,-0.096,-0.264,-0.244,-0.211,-0.186,-0.113,-0.173,-0.317,-0.317,-0.199,-0.211,-0.301,-0.13,-0.211,-0.301,-0.199,-0.292,-0.032,-0.056
-0.285,-0.091,-0.159,-0.178,-0.213,-0.253,-0.116,-0.152,-0.171,-0.234,-0.123,-0.152,-0.382,-0.213,-0.19,-0.433,-0.305,-0.138,-0.017,-0.145
-0.298,0.0,-0.241,-0.307,-0.176,-0.293,-0.082,-0.284,-0.229,-0.329,-0.162,-0.162,-0.21,-0.176,-0.252,-0.184,-0.241,-0.241,-0.019,-0.176
-0.267,-0.124,-0.229,-0.236,-0.202,-0.276,-0.095,-0.263,-0.285,-0.294,-0.206,-0.257,-0.21,-0.134,-0.218,-0.225,-0.257,-0.194,-0.056,-0.159
-0.224,-0.123,-0.277,-0.219,-0.164,-0.288,-0.141,-0.237,-0.245,-0.291,-0.153,-0.175,-0.265,-0.147,-0.233,-0.345,-0.241,-0.205,-0.047,-0.129
-0.29,0.0,-0.177,-0.29,-0.192,-0.28,-0.192,-0.233,-0.28,-0.329,-0.145,-0.245,-0.233,-0.161,-0.161,-0.107,-0.145,-0.29,-0.145,-0.22
-0.263,-0.088,-0.273,-0.242,-0.237,-0.287,-0.106,-0.162,-0.253,-0.317,-0.106,-0.22,-0.263,-0.131,-0.231,-0.195,-0.237,-0.263,-0.139,-0.162
-0.242,-0.1,-0.283,-0.319,-0.242,-0.219,-0.219,-0.219,-0.378,-0.242,-0.135,-0.193,-0.193,-0.058,-0.1,-0.166,-0.193,-0.283,-0.135,-0.193
-0.287,-0.214,-0.225,-0.202,-0.057,-0.296,-0.214,-0.214,-0.247,-0.344,-0.097,-0.162,-0.225,-0.237,-0.176,-0.258,-0.202,-0.237,-0.115,-0.162
-0.23,-0.056,-0.215,-0.263,-0.099,-0.238,-0.143,-0.143,-0.293,-0.314,-0.09,-0.138,-0.343,-0.205,-0.262,-0.388,-0.23,-0.189,-0.04,-0.127
-0.312,-0.108,-0.228,-0.276,-0.204,-0.329,-0.156,-0.198,-0.216,-0.304,-0.099,-0.156,-0.216,-0.133,-0.234,-0.185,-0.266,-0.266,-0.099,-0.171
-0.271,-0.076,-0.298,-0.333,-0.128,-0.208,-0.103,-0.298,-0.257,-0.333,-0.128,-0.128,-0.208,-0.241,-0.257,-0.128,-0.19,-0.322,0.0,-0.103
-0.171,-0.114,-0.237,-0.283,-0.182,-0.287,-0.153,-0.246,-0.246,-0.315,-0.121,-0.147,-0.232,-0.193,-0.232,-0.267,-0.198,-0.309,-0.067,-0.165
-0.278,-0.052,-0.199,-0.331,-0.199,-0.221,-0.09,-0.251,-0.188,-0.358,-0.106,-0.21,-0.176,-0.221,-0.269,-0.26,-0.176,-0.294,-0.052,-0.15
-0.251,-0.251,-0.213,-0.297,-0.127,-0.251,-0.119,-0.15,-0.183,-0.309,-0.127,-0.15,-0.284,-0.297,-0.26,-0.189,-0.213,-0.265,-0.103,-0.127
-0.186,-0.124,-0.24,-0.282,-0.185,-0.208,-0.107,-0.238,-0.288,-0.368,-0.121,-0.212,-0.151,-0.171,-0.227,-0.319,-0.24,-0.247,-0.063,-0.145
-0.31,-0.086,-0.26,-0.173,-0.239,-0.28,-0.133,-0.199,-0.224,-0.321,-0.072,-0.191,-0.191,-0.163,-0.246,-0.267,-0.267,-0.224,-0.122,-0.199
-0.306,-0.088,-0.173,-0.223,-0.154,-0.257,-0.196,-0.185,-0.191,-0.31,-0.127,-0.112,-0.348,-0.202,-0.173,-0.348,-0.233,-0.247,-0.061,-0.161
-0.344,-0.017,-0.251,-0.246,-0.197,-0.255,-0.109,-0.225,-0.236,-0.303,-0.124,-0.197,-0.26,-0.167,-0.203,-0.214,-0.246,-0.269,-0.092,-0.173
-0.285,-0.105,-0.314,-0.229,-0.241,-0.229,-0.062,-0.241,-0.241,-0.216,-0.142,-0.189,-0.124,-0.253,-0.216,-0.285,-0.275,-0.241,-0.084,-0.189
-0.388,-0.096,-0.265,-0.24,-0.114,-0.306,-0.181,-0.181,-0.16,-0.342,-0.138,-0.167,-0.167,-0.16,-0.234,-0.193,-0.218,-0.31,-0.087,-0.122
-0.364,-0.08,-0.274,-0.251,-0.239,-0.292,-0.121,-0.179,-0.14,-0.374,-0.087,-0.163,-0.208,-0.184,-0.282,-0.203,-0.157,-0.235,-0.055,-0.163
-0.33,0.0,-0.305,-0.278,-0.214,-0.278,-0.132,0.0,-0.278,-0.438,-0.132,0.0,-0.078,-0.248,-0.248,-0.176,-0.078,-0.391,0.0,0.0
-0.365,-0.02,-0.251,-0.262,-0.107,-0.349,-0.097,-0.232,-0.184,-0.357,-0.107,-0.199,-0.184,-0.169,-0.192,-0.245,-0.239,-0.257,-0.05,-0.135
-0.276,-0.116,-0.171,-0.229,-0.207,-0.301,-0.116,-0.239,-0.253,-0.313,-0.138,-0.19,-0.239,-0.159,-0.234,-0.297,-0.229,-0.263,-0.073,-0.123
-0.33,-0.034,-0.285,-0.304,-0.208,-0.276,-0.152,-0.255,-0.195,-0.367,-0.119,-0.152,-0.136,-0.034,-0.295,-0.255,-0.244,-0.208,0.0,-0.119
-0.354,-0.084,-0.18,-0.289,-0.173,-0.268,-0.084,-0.273,-0.273,-0.35,-0.073,-0.18,-0.251,-0.165,-0.149,-0.187,-0.227,-0.278,-0.049,-0.165
-0.297,-0.19,0.0,-0.068,-0.155,-0.318,-0.19,-0.068,-0.403,-0.155,-0.115,-0.155,-0.155,-0.068,-0.416,-0.318,-0.338,-0.115,-0.068,-0.19
-0.44,-0.089,-0.239,-0.239,-0.198,-0.336,-0.052,-0.198,-0.385,-0.258,-0.089,-0.089,-0.174,0.0,-0.052,-0.174,-0.276,-0.276,-0.052,-0.174
-0.281,-0.095,-0.233,-0.178,-0.182,-0.242,-0.11,-0.207,-0.193,-0.283,-0.138,-0.229,-0.27,-0.189,-0.189,-0.294,-0.299,-0.27,-0.09,-0.213
-0.402,-0.099,-0.266,-0.206,-0.171,-0.275,-0.189,-0.123,-0.099,-0.326,-0.144,-0.107,-0.288,-0.13,-0.266,-0.177,-0.195,-0.292,-0.123,-0.183
-0.215,0.0,-0.317,-0.331,-0.146,-0.271,-0.146,-0.194,-0.271,-0.287,-0.271,-0.087,-0.171,-0.051,-0.215,-0.194,-0.235,-0.303,-0.051,-0.271
-0.286,-0.086,-0.218,-0.228,-0.231,-0.235,-0.108,-0.182,-0.217,-0.302,-0.124,-0.192,-0.254,-0.201,-0.208,-0.274,-0.291,-0.29,-0.086,-0.161
-0.324,-0.074,-0.242,-0.271,-0.147,-0.321,-0.109,-0.275,-0.262,-0.313,-0.101,-0.193,-0.174,-0.161,-0.187,-0.221,-0.247,-0.289,-0.043,-0.125
-0.372,-0.045,-0.214,-0.231,-0.143,-0.341,-0.078,-0.176,-0.231,-0.341,-0.078,-0.132,-0.214,-0.186,-0.165,-0.248,-0.223,-0.335,-0.062,-0.186
-0.291,-0.035,-0.26,-0.31,-0.206,-0.291,-0.139,-0.266,-0.305,-0.301,-0.156,-0.171,-0.192,-0.093,-0.192,-0.213,-0.178,-0.281,-0.048,-0.163
-0.283,0.0,-0.257,-0.328,-0.228,-0.197,-0.257,-0.306,-0.348,-0.348,-0.071,-0.197,0.0,-0.257,-0.071,-0.161,-0.228,-0.228,0.0,-0.12
-0.436,-0.082,-0.259,-0.162,-0.138,-0.297,-0.066,-0.151,-0.126,-0.354,-0.112,-0.126,-0.205,-0.162,-0.324,-0.242,-0.267,-0.259,-0.082,-0.048
-0.322,-0.056,-0.25,-0.274,-0.18,-0.301,-0.105,-0.244,-0.305,-0.288,-0.16,-0.167,-0.223,-0.13,-0.18,-0.193,-0.199,-0.31,-0.056,-0.16
-0.28,-0.127,-0.22,-0.275,-0.17,-0.329,-0.153,-0.178,-0.246,-0.301,-0.136,-0.145,-0.233,-0.178,-0.285,-0.252,-0.193,-0.246,-0.086,-0.136
-0.474,-0.229,-0.209,-0.049,-0.188,-0.229,0.0,-0.264,-0.188,-0.141,-0.049,-0.209,-0.323,-0.115,-0.115,-0.247,-0.28,-0.264,-0.115,-0.166
-0.325,-0.017,-0.228,-0.167,-0.191,-0.357,-0.052,-0.208,-0.233,-0.252,-0.148,-0.228,-0.191,-0.167,-0.218,-0.266,-0.287,-0.283,-0.097,-0.167
-0.268,-0.117,-0.213,-0.328,-0.3,-0.251,-0.086,-0.3,-0.3,-0.192,-0.192,-0.251,-0.086,-0.05,-0.144,-0.3,-0.169,-0.314,0.0,-0.144
-0.278,-0.065,-0.202,-0.278,-0.148,-0.286,-0.136,-0.293,-0.23,-0.366,-0.047,-0.271,-0.192,-0.255,-0.096,-0.221,-0.221,-0.278,-0.027,-0.148
-0.412,-0.075,-0.249,-0.206,-0.155,-0.303,-0.141,-0.217,-0.126,-0.319,-0.093,-0.169,-0.194,-0.155,-0.268,-0.169,-0.259,-0.303,-0.075,-0.141
-0.249,-0.061,-0.272,-0.282,-0.157,-0.27,-0.117,-0.154,-0.244,-0.27,-0.126,-0.19,-0.24,-0.24,-0.311,-0.335,-0.199,-0.24,-0.044,-0.098
-0.181,-0.093,-0.205,-0.346,-0.054,-0.125,0.0,-0.301,-0.267,-0.405,-0.093,-0.285,-0.054,-0.267,-0.267,-0.267,-0.155,-0.285,-0.054,-0.181
-0.362,-0.133,-0.257,-0.221,-0.12,-0.33,-0.113,-0.17,-0.091,-0.277,-0.099,-0.106,-0.37,-0.133,-0.336,-0.257,-0.231,-0.217,-0.067,-0.075
-0.219,-0.107,-0.279,-0.364,-0.144,-0.206,-0.135,-0.244,-0.357,-0.256,-0.126,-0.226,-0.226,-0.126,-0.199,-0.238,-0.184,-0.273,-0.05,-0.135
-0.304,0.0,0.0,-0.358,-0.236,-0.401,0.0,-0.236,-0.236,-0.487,-0.236,0.0,0.0,-0.147,0.0,-0.147,-0.147,-0.236,-0.147,-0.147
-0.345,-0.047,-0.22,-0.26,-0.201,-0.214,-0.11,-0.214,-0.214,-0.337,-0.101,-0.249,-0.201,-0.214,-0.285,-0.22,-0.226,-0.254,-0.07,-0.127
-0.328,-0.156,-0.183,-0.127,-0.207,-0.287,-0.195,-0.207,-0.075,-0.335,-0.094,-0.183,-0.287,-0.25,-0.26,-0.24,-0.207,-0.312,-0.075,-0.075
-0.362,-0.032,-0.265,-0.245,-0.174,-0.348,-0.145,-0.234,-0.145,-0.293,-0.13,-0.199,-0.16,-0.199,-0.174,-0.211,-0.211,-0.369,-0.032,-0.056
-0.398,0.0,-0.215,-0.215,-0.163,-0.238,-0.132,-0.314,-0.163,-0.36,-0.098,-0.132,-0.19,-0.163,-0.297,-0.238,-0.238,-0.238,0.0,-0.163
-0.216,-0.105,-0.247,-0.223,-0.133,-0.295,-0.049,-0.314,-0.229,-0.305,-0.062,-0.28,-0.189,-0.181,-0.124,-0.285,-0.314,-0.253,-0.084,-0.189
-0.247,0.0,-0.231,-0.262,-0.231,-0.195,-0.106,-0.277,-0.329,-0.351,-0.078,-0.154,-0.175,-0.247,-0.131,-0.277,-0.154,-0.317,-0.045,-0.213
-0.359,-0.063,-0.234,-0.2,-0.127,-0.27,-0.087,-0.221,-0.252,-0.214,-0.075,-0.316,-0.193,-0.136,-0.136,-0.325,-0.27,-0.24,-0.17,-0.2
-0.278,-0.104,-0.266,-0.266,-0.196,-0.306,-0.067,-0.284,-0.266,-0.295,-0.172,-0.163,-0.188,-0.08,-0.253,-0.278,-0.212,-0.247,-0.054,-0.135
-0.235,0.0,-0.248,-0.267,-0.122,-0.301,-0.112,-0.316,-0.284,-0.326,-0.101,-0.242,-0.168,-0.151,-0.2,-0.207,-0.235,-0.321,-0.021,-0.168
-0.295,-0.086,-0.125,-0.154,-0.092,-0.375,-0.109,-0.222,-0.135,-0.269,-0.104,-0.25,-0.226,-0.356,-0.14,-0.371,-0.306,-0.208,-0.039,-0.061
-0.27,-0.078,-0.292,-0.231,-0.176,-0.195,-0.195,-0.311,-0.255,-0.329,-0.132,-0.186,-0.106,-0.205,-0.205,-0.292,-0.214,-0.214,0.0,-0.223
-0.267,-0.113,-0.226,-0.208,-0.198,-0.264,-0.135,-0.269,-0.227,-0.287,-0.139,-0.221,-0.23,-0.175,-0.195,-0.261,-0.275,-0.257,-0.08,-0.185
-0.254,-0.273,-0.273,-0.325,-0.159,-0.186,-0.21,-0.21,-0.186,-0.21,-0.129,-0.21,-0.233,-0.233,-0.233,-0.159,-0.233,-0.21,-0.056,-0.233
-0.319,0.0,-0.26,-0.282,-0.171,-0.26,-0.156,-0.249,-0.139,-0.394,-0.103,-0.122,-0.2,-0.186,-0.328,-0.171,-0.213,-0.271,-0.061,-0.103
-0.304,-0.217,-0.192,-0.286,-0.148,-0.262,-0.151,-0.095,-0.144,-0.376,-0.082,-0.134,-0.294,-0.257,-0.286,-0.25,-0.186,-0.198,-0.091,-0.134
-0.258,-0.176,-0.258,-0.214,-0.147,-0.147,-0.097,-0.202,-0.305,-0.277,-0.131,-0.225,-0.202,-0.189,-0.225,-0.337,-0.258,-0.296,-0.057,-0.147
-0.195,-0.139,-0.22,-0.225,-0.202,-0.176,-0.123,-0.375,-0.351,-0.291,-0.123,-0.321,-0.147,-0.139,-0.097,-0.287,-0.182,-0.22,-0.045,-0.195
-0.29,-0.088,-0.273,-0.297,-0.119,-0.297,-0.119,-0.119,-0.104,-0.256,-0.071,-0.071,-0.217,-0.237,-0.327,-0.184,-0.32,-0.273,-0.173,-0.227
-0.284,-0.031,-0.216,-0.275,-0.204,-0.247,-0.168,-0.309,-0.193,-0.301,-0.193,-0.204,-0.204,-0.154,-0.226,-0.275,-0.18,-0.293,-0.031,-0.14
-0.238,0.0,-0.178,-0.337,-0.22,-0.28,-0.068,-0.178,-0.28,-0.343,-0.085,-0.189,-0.238,-0.129,-0.264,-0.349,-0.256,-0.22,-0.049,-0.068
-0.292,-0.087,-0.221,-0.302,-0.208,-0.235,-0.146,-0.259,-0.339,-0.364,-0.036,-0.178,-0.292,-0.087,-0.087,-0.221,-0.146,-0.292,-0.108,-0.108
-0.278,-0.258,-0.294,-0.249,-0.185,-0.308,-0.143,-0.116,-0.221,-0.206,-0.116,-0.136,-0.201,-0.173,-0.206,-0.305,-0.262,-0.282,-0.05,-0.162
-0.365,-0.029,-0.207,-0.237,-0.227,-0.32,-0.184,-0.265,-0.071,-0.32,-0.147,-0.184,-0.256,-0.16,-0.256,-0.227,-0.207,-0.247,-0.051,-0.088
-0.224,-0.127,-0.269,-0.176,-0.224,-0.378,-0.135,-0.201,-0.183,-0.245,-0.127,-0.308,-0.207,-0.142,-0.235,-0.207,-0.183,-0.265,-0.176,-0.163
-0.468,-0.049,-0.209,-0.115,-0.141,-0.392,-0.166,-0.229,-0.28,-0.28,-0.166,-0.115,-0.115,-0.209,-0.115,-0.264,-0.049,-0.264,-0.084,-0.115
-0.316,-0.059,-0.246,-0.306,-0.189,-0.244,-0.14,-0.192,-0.261,-0.329,-0.14,-0.167,-0.226,-0.223,-0.192,-0.234,-0.215,-0.239,-0.074,-0.164
-0.315,-0.037,-0.272,-0.289,-0.19,-0.284,-0.186,-0.229,-0.222,-0.278,-0.11,-0.219,-0.212,-0.135,-0.186,-0.215,-0.239,-0.242,-0.125,-0.186
-0.201,-0.08,-0.245,-0.21,-0.245,-0.312,-0.18,-0.245,-0.298,-0.284,-0.159,-0.219,-0.237,-0.191,-0.17,-0.219,-0.228,-0.201,-0.064,-0.21
-0.355,0.0,-0.209,-0.337,-0.169,-0.313,-0.123,-0.216,-0.223,-0.302,-0.123,-0.091,-0.209,-0.143,-0.28,-0.169,-0.161,-0.297,-0.079,-0.223
-0.194,-0.15,-0.162,-0.214,-0.138,-0.138,-0.082,-0.097,-0.232,-0.266,-0.184,-0.31,-0.289,-0.329,-0.111,-0.394,-0.266,-0.194,-0.173,-0.15
-0.347,-0.411,-0.127,-0.127,-0.145,-0.462,-0.063,-0.087,-0.178,-0.193,-0.145,-0.221,-0.145,-0.234,-0.127,-0.281,-0.193,-0.087,-0.087,-0.162
-0.377,0.0,-0.2,-0.295,-0.137,-0.299,-0.122,-0.251,-0.137,-0.339,-0.099,-0.17,-0.188,-0.194,-0.278,-0.237,-0.216,-0.295,0.0,-0.13
-0.211,-0.024,-0.243,-0.352,-0.257,-0.278,-0.024,-0.297,-0.297,-0.314,-0.176,-0.166,-0.219,-0.042,-0.227,-0.219,-0.185,-0.278,-0.073,-0.124
-0.254,-0.168,-0.267,-0.26,-0.177,-0.349,-0.168,-0.247,-0.21,-0.267,-0.177,-0.159,-0.21,-0.202,-0.233,-0.149,-0.194,-0.218,-0.149,-0.168
-0.345,-0.076,-0.209,-0.076,-0.209,-0.417,-0.076,-0.242,-0.172,-0.401,-0.128,-0.172,-0.172,-0.076,-0.172,-0.242,-0.299,-0.299,0.0,0.0
-0.289,-0.05,-0.247,-0.233,-0.192,-0.256,-0.102,-0.187,-0.163,-0.285,-0.117,-0.242,-0.277,-0.181,-0.247,-0.277,-0.281,-0.269,-0.06,-0.187
-0.374,-0.077,-0.244,-0.244,-0.173,-0.283,-0.222,-0.222,-0.13,-0.333,-0.173,-0.032,-0.199,-0.113,-0.199,-0.222,-0.34,-0.274,-0.077,-0.077
-0.358,-0.103,-0.236,-0.192,-0.147,-0.295,-0.06,-0.192,-0.192,-0.275,-0.082,-0.224,-0.285,-0.198,-0.205,-0.224,-0.236,-0.295,-0.121,-0.205
-0.352,-0.082,-0.246,-0.263,-0.154,-0.348,-0.102,-0.216,-0.146,-0.324,-0.12,-0.21,-0.21,-0.047,-0.246,-0.268,-0.176,-0.302,-0.071,-0.146
-0.325,-0.025,-0.281,-0.252,-0.117,-0.274,-0.025,-0.288,-0.325,-0.319,-0.13,-0.281,-0.173,-0.193,-0.077,-0.173,-0.193,-0.294,-0.091,-0.163
-0.413,0.0,-0.12,-0.306,-0.306,-0.12,-0.197,-0.257,-0.197,-0.306,-0.12,0.0,-0.12,-0.12,-0.12,-0.257,-0.257,-0.348,-0.257,0.0
-0.335,-0.093,-0.212,-0.27,-0.237,-0.318,-0.13,-0.231,-0.199,-0.275,-0.17,-0.163,-0.242,-0.121,-0.225,-0.192,-0.231,-0.265,-0.093,-0.163
-0.307,-0.065,-0.225,-0.182,-0.197,-0.335,-0.089,-0.251,-0.245,-0.331,-0.13,-0.189,-0.232,-0.139,-0.212,-0.251,-0.239,-0.307,-0.077,-0.077
-0.31,-0.099,-0.196,-0.284,-0.196,-0.243,-0.138,-0.243,-0.231,-0.284,-0.064,-0.196,-0.156,-0.156,-0.224,-0.25,-0.29,-0.256,-0.119,-0.237
-0.334,-0.218,-0.114,-0.314,-0.187,-0.153,-0.114,-0.245,-0.334,-0.369,-0.067,-0.153,-0.218,-0.114,-0.245,-0.27,-0.153,-0.27,-0.067,-0.067
-0.345,0.0,-0.11,-0.345,-0.11,-0.307,-0.11,-0.286,-0.11,-0.182,-0.149,-0.149,-0.149,-0.11,-0.286,-0.264,-0.239,-0.417,0.0,-0.182
-0.223,-0.083,-0.258,-0.362,-0.155,-0.155,-0.116,-0.173,-0.333,-0.343,-0.147,-0.243,-0.133,-0.243,-0.243,-0.249,-0.201,-0.221,-0.056,-0.139
-0.316,-0.139,-0.241,-0.18,-0.15,-0.316,-0.06,-0.27,-0.277,-0.256,-0.15,-0.256,-0.199,-0.076,-0.139,-0.27,-0.241,-0.327,-0.06,-0.16
-0.375,-0.038,-0.216,-0.286,-0.23,-0.274,-0.185,-0.142,-0.113,-0.332,-0.053,-0.113,-0.286,-0.16,-0.268,-0.177,-0.185,-0.345,-0.091,-0.123
