SEP_PC,SEP_NC,SEP_NE,SEP_PO,SEP_NP,SEP_AL,SEP_CY,SEP_AR,SEP_AC,SEP_BS,SEP_NE_pH,SEP_HB,SEP_HL,SEP_NT,SEP_HX,SEP_SC,SEP_SS_HE,SEP_SS_ST,SEP_SS_CO,SEP_SA_BU,SEP_SA_EX,SEP_SA_IN,SEP_TN,SEP_SM,SEP_LR
0.505,0.493,0.759,0.787,1.0,0.989,0.294,0.401,0.493,0.505,0.759,0.999,0.759,0.941,0.539,0.294,0.931,0.894,0.927,0.998,0.88,0.793,0.88,0.972,0.972
0.468,0.495,0.738,0.754,0.999,0.992,0.267,0.381,0.495,0.468,0.738,0.998,0.721,0.963,0.495,0.292,0.967,0.858,0.91,0.997,0.903,0.769,0.83,0.996,0.996
0.604,0.582,0.865,0.651,1.0,0.983,0.255,0.471,0.582,0.604,0.865,1.0,0.78,0.901,0.392,0.245,0.996,0.865,0.812,0.991,0.912,0.765,0.757,0.997,0.997
0.647,0.505,0.851,0.786,0.995,0.959,0.481,0.481,0.505,0.647,0.851,0.996,0.881,0.92,0.58,0.253,0.988,0.766,0.927,0.927,0.92,0.934,0.823,0.996,0.996
0.508,0.571,0.808,0.822,0.981,0.904,0.202,0.494,0.571,0.508,0.808,1.0,0.761,0.904,0.595,0.437,0.909,0.957,0.878,0.927,0.889,0.918,0.571,1.0,1.0
0.443,0.509,0.732,0.696,0.983,0.999,0.314,0.355,0.509,0.443,0.732,0.992,0.681,0.927,0.477,0.203,0.992,0.829,0.868,1.0,0.844,0.777,0.89,0.971,0.971
0.571,0.495,0.801,0.833,0.993,0.954,0.338,0.415,0.495,0.571,0.801,0.998,0.794,0.96,0.624,0.3,0.976,0.857,0.893,0.961,0.906,0.882,0.807,0.997,0.997
0.564,0.503,0.801,0.779,0.992,0.955,0.31,0.477,0.503,0.564,0.801,0.994,0.834,0.918,0.516,0.274,0.952,0.9,0.895,0.958,0.942,0.852,0.756,0.997,0.997
0.528,0.528,0.794,0.82,0.998,0.972,0.151,0.426,0.528,0.528,0.794,0.996,0.667,0.966,0.615,0.207,0.972,0.911,0.844,0.986,0.893,0.828,0.784,0.998,0.998
0.658,0.523,0.866,0.714,0.998,0.966,0.397,0.483,0.523,0.658,0.866,0.993,0.866,0.918,0.419,0.175,0.991,0.839,0.866,0.953,0.918,0.819,0.642,0.998,0.998
0.697,0.658,0.941,0.658,0.993,0.961,0.259,0.365,0.658,0.697,0.941,0.997,0.816,0.933,0.51,0.197,0.998,0.908,0.732,0.967,0.937,0.757,0.572,0.964,0.964
0.503,0.405,0.705,0.662,0.973,0.996,0.33,0.289,0.405,0.503,0.705,0.988,0.746,0.937,0.405,0.244,0.961,0.928,0.845,0.996,0.885,0.684,0.684,0.996,0.996
0.488,0.545,0.781,0.783,0.999,0.99,0.34,0.345,0.545,0.488,0.781,1.0,0.76,0.964,0.608,0.15,0.974,0.829,0.918,0.981,0.908,0.85,0.801,0.986,0.986
0.561,0.531,0.814,0.598,0.984,1.0,0.3,0.285,0.531,0.561,0.814,0.996,0.747,0.935,0.478,0.254,0.971,0.879,0.883,1.0,0.83,0.797,0.836,0.981,0.981
0.498,0.498,0.757,0.713,0.98,1.0,0.467,0.423,0.498,0.498,0.757,0.998,0.745,0.971,0.564,0.226,0.951,0.829,0.949,0.998,0.814,0.887,0.883,0.963,0.963
0.643,0.391,0.796,0.811,0.999,0.978,0.235,0.235,0.391,0.643,0.796,1.0,0.779,0.947,0.595,0.356,0.99,0.879,0.826,0.993,0.811,0.854,0.84,1.0,1.0
0.593,0.615,0.876,0.655,0.997,0.989,0.213,0.473,0.615,0.593,0.876,1.0,0.683,0.961,0.548,0.17,0.992,0.859,0.842,0.999,0.767,0.823,0.848,0.992,0.992
0.51,0.432,0.726,0.846,0.999,0.967,0.342,0.382,0.432,0.51,0.726,0.991,0.76,0.925,0.589,0.455,0.981,0.891,0.846,0.993,0.856,0.87,0.841,0.997,0.997
0.619,0.492,0.828,0.626,0.989,1.0,0.386,0.446,0.492,0.619,0.828,0.997,0.81,0.893,0.436,0.127,0.997,0.837,0.837,0.999,0.832,0.819,0.786,1.0,1.0
0.619,0.593,0.878,0.76,0.988,0.963,0.163,0.512,0.593,0.619,0.878,0.985,0.77,0.917,0.512,0.148,0.971,0.911,0.846,0.974,0.922,0.814,0.714,0.996,0.996
0.593,0.593,0.865,0.526,0.999,0.984,0.193,0.399,0.593,0.593,0.865,0.999,0.807,0.895,0.399,0.24,1.0,0.756,0.845,0.995,0.912,0.718,0.774,0.997,0.997
0.621,0.525,0.846,0.761,0.997,0.964,0.41,0.515,0.525,0.621,0.846,1.0,0.846,0.917,0.579,0.14,0.987,0.827,0.888,0.959,0.939,0.884,0.755,1.0,1.0
0.589,0.605,0.869,0.678,0.999,0.997,0.37,0.346,0.605,0.589,0.869,0.997,0.77,0.936,0.539,0.199,1.0,0.759,0.869,0.99,0.821,0.857,0.83,0.988,0.988
0.529,0.597,0.834,0.658,0.998,0.997,0.217,0.364,0.597,0.529,0.834,1.0,0.707,0.937,0.482,0.153,0.988,0.877,0.839,0.999,0.896,0.719,0.795,0.999,0.999
0.695,0.535,0.892,0.741,0.992,0.921,0.136,0.535,0.535,0.695,0.892,0.991,0.796,0.925,0.525,0.268,0.992,0.905,0.783,0.969,0.892,0.814,0.711,0.976,0.976
0.519,0.585,0.822,0.721,0.999,0.985,0.367,0.329,0.585,0.519,0.822,0.999,0.802,0.949,0.571,0.192,0.962,0.875,0.903,0.976,0.945,0.837,0.692,0.993,0.993
0.688,0.626,0.925,0.664,0.99,0.935,0.206,0.396,0.626,0.688,0.925,0.987,0.83,0.944,0.502,0.292,0.992,0.818,0.878,0.961,0.933,0.8,0.711,0.998,0.998
0.52,0.514,0.781,0.781,0.998,0.957,0.14,0.497,0.514,0.52,0.781,0.987,0.726,0.975,0.596,0.162,0.979,0.801,0.925,0.985,0.878,0.801,0.868,0.993,0.993
0.641,0.603,0.893,0.681,0.994,0.941,0.279,0.532,0.603,0.641,0.893,0.999,0.836,0.908,0.466,0.164,0.983,0.888,0.842,0.976,0.964,0.739,0.603,0.993,0.993
0.469,0.544,0.769,0.811,0.996,0.971,0.231,0.469,0.544,0.469,0.769,1.0,0.722,0.934,0.578,0.097,0.989,0.83,0.881,0.978,0.945,0.791,0.791,0.989,0.989
0.559,0.594,0.848,0.611,1.0,0.966,0.296,0.523,0.594,0.559,0.848,1.0,0.809,0.882,0.397,0.323,0.981,0.848,0.89,0.984,0.931,0.776,0.74,1.0,1.0
0.463,0.51,0.745,0.815,0.999,0.982,0.235,0.385,0.51,0.463,0.745,0.997,0.7,0.971,0.564,0.166,0.997,0.807,0.865,0.99,0.919,0.782,0.801,0.999,0.999
0.652,0.561,0.879,0.784,0.985,0.95,0.326,0.387,0.561,0.652,0.879,0.99,0.836,0.947,0.599,0.24,0.989,0.824,0.885,0.947,0.924,0.872,0.759,0.999,0.999
0.654,0.577,0.888,0.713,0.949,0.888,0.254,0.439,0.577,0.654,0.888,0.969,0.927,0.89,0.501,0.236,0.938,0.883,0.929,0.921,0.989,0.804,0.612,1.0,1.0
0.581,0.539,0.83,0.773,0.999,0.969,0.423,0.368,0.539,0.581,0.83,1.0,0.816,0.951,0.563,0.376,0.993,0.78,0.904,0.965,0.926,0.875,0.806,1.0,1.0
0.688,0.46,0.857,0.791,0.989,0.964,0.179,0.406,0.46,0.688,0.857,0.982,0.818,0.957,0.542,0.232,0.968,0.891,0.878,0.98,0.891,0.8,0.834,0.996,0.996
0.693,0.561,0.901,0.846,0.963,0.914,0.364,0.295,0.561,0.693,0.901,0.963,0.852,0.986,0.68,0.256,0.996,0.713,0.926,0.876,0.921,0.921,0.803,1.0,1.0
0.491,0.491,0.749,0.688,0.984,1.0,0.361,0.405,0.491,0.491,0.749,0.997,0.73,0.939,0.503,0.235,0.975,0.837,0.91,1.0,0.851,0.809,0.859,0.989,0.989
0.466,0.466,0.718,0.761,0.987,1.0,0.466,0.334,0.466,0.466,0.718,0.978,0.748,0.945,0.585,0.198,0.983,0.842,0.888,0.995,0.849,0.878,0.865,0.949,0.949
0.628,0.596,0.884,0.81,0.981,0.958,0.175,0.239,0.596,0.628,0.884,0.987,0.746,0.995,0.628,0.101,0.992,0.849,0.853,0.958,0.951,0.766,0.628,0.988,0.988
0.559,0.559,0.828,0.69,0.999,0.978,0.334,0.597,0.559,0.559,0.828,0.999,0.769,0.935,0.426,0.171,0.956,0.915,0.873,0.993,0.844,0.817,0.728,0.999,0.999
0.588,0.571,0.85,0.554,0.988,1.0,0.262,0.307,0.571,0.588,0.85,0.998,0.751,0.928,0.417,0.203,0.989,0.878,0.832,1.0,0.891,0.71,0.816,0.997,0.997
0.754,0.354,0.86,0.628,0.999,0.999,0.257,0.291,0.354,0.754,0.86,0.98,0.885,0.92,0.464,0.066,0.99,0.795,0.903,0.996,0.827,0.754,0.865,0.998,0.998
0.602,0.597,0.871,0.62,1.0,0.997,0.182,0.163,0.597,0.602,0.871,1.0,0.754,0.953,0.495,0.209,0.994,0.838,0.851,0.995,0.929,0.695,0.793,0.995,0.995
0.45,0.621,0.809,0.738,0.999,0.983,0.273,0.471,0.621,0.45,0.809,0.998,0.653,0.964,0.587,0.212,0.988,0.858,0.858,0.988,0.875,0.839,0.786,0.999,0.999
0.645,0.586,0.888,0.729,0.976,0.934,0.171,0.431,0.586,0.645,0.888,0.962,0.845,0.941,0.493,0.171,0.972,0.857,0.901,0.941,0.982,0.774,0.659,0.996,0.996
0.36,0.524,0.694,0.755,0.992,0.999,0.336,0.285,0.524,0.36,0.694,0.983,0.667,0.943,0.592,0.36,0.988,0.837,0.879,0.999,0.855,0.837,0.846,0.983,0.983
0.577,0.317,0.712,0.8,0.998,1.0,0.577,0.355,0.317,0.577,0.712,0.999,0.893,0.917,0.505,0.137,0.997,0.663,0.944,0.96,0.935,0.935,0.878,0.981,0.981
0.61,0.61,0.881,0.675,0.999,0.977,0.237,0.332,0.61,0.61,0.881,1.0,0.784,0.929,0.536,0.211,0.997,0.82,0.852,0.98,0.913,0.811,0.764,0.996,0.996
0.614,0.553,0.856,0.749,1.0,0.976,0.255,0.435,0.553,0.614,0.856,1.0,0.742,0.934,0.595,0.237,0.999,0.845,0.797,0.98,0.763,0.881,0.828,0.999,0.999
0.431,0.467,0.697,0.857,0.973,0.937,0.257,0.512,0.467,0.431,0.697,0.991,0.827,0.934,0.654,0.109,0.871,0.938,0.937,0.941,0.941,0.874,0.673,0.998,0.998
0.591,0.562,0.847,0.762,0.984,0.945,0.271,0.352,0.562,0.591,0.847,0.993,0.838,0.938,0.603,0.201,0.982,0.834,0.897,0.949,0.955,0.827,0.671,0.996,0.996
0.422,0.54,0.741,0.722,0.989,0.995,0.353,0.389,0.54,0.422,0.741,0.976,0.682,0.936,0.422,0.316,0.999,0.863,0.776,0.998,0.944,0.741,0.741,1.0,1.0
0.503,0.48,0.75,0.669,0.982,1.0,0.344,0.428,0.48,0.503,0.75,0.99,0.733,0.896,0.48,0.168,0.998,0.806,0.854,1.0,0.831,0.789,0.842,0.996,0.996
0.658,0.506,0.858,0.789,0.993,0.967,0.268,0.352,0.506,0.658,0.858,0.998,0.803,0.936,0.542,0.23,0.997,0.782,0.789,0.972,0.841,0.835,0.745,0.991,0.991
0.435,0.605,0.791,0.892,0.973,0.949,0.134,0.365,0.605,0.435,0.791,0.999,0.63,0.998,0.816,0.045,0.927,0.942,0.88,0.96,0.895,0.898,0.823,0.912,0.912
0.536,0.536,0.803,0.626,0.988,0.994,0.214,0.246,0.536,0.536,0.803,0.998,0.702,0.918,0.454,0.104,1.0,0.803,0.803,0.997,0.768,0.743,0.854,1.0,1.0
0.509,0.454,0.738,0.816,0.999,0.968,0.263,0.544,0.454,0.509,0.738,1.0,0.683,0.945,0.544,0.263,0.985,0.886,0.838,0.994,0.855,0.821,0.777,0.998,0.998
0.532,0.532,0.798,0.82,0.996,0.976,0.134,0.446,0.532,0.532,0.798,0.997,0.673,0.968,0.619,0.229,0.949,0.929,0.867,0.992,0.841,0.834,0.834,0.995,0.995
0.532,0.52,0.792,0.67,0.99,0.999,0.271,0.404,0.52,0.532,0.792,0.992,0.713,0.937,0.538,0.175,0.984,0.879,0.85,0.999,0.802,0.76,0.872,0.979,0.979
0.599,0.509,0.825,0.75,0.999,0.98,0.263,0.427,0.509,0.599,0.825,1.0,0.78,0.928,0.532,0.248,0.985,0.898,0.824,0.988,0.887,0.811,0.732,0.999,0.999
0.599,0.564,0.853,0.692,0.999,0.977,0.271,0.467,0.564,0.599,0.853,1.0,0.745,0.941,0.488,0.326,0.98,0.902,0.834,0.993,0.887,0.792,0.792,0.997,0.997
0.45,0.511,0.737,0.689,0.985,1.0,0.181,0.307,0.511,0.45,0.737,1.0,0.627,0.977,0.577,0.22,0.973,0.864,0.893,1.0,0.774,0.787,0.902,0.964,0.964
0.585,0.544,0.834,0.78,0.988,0.939,0.196,0.511,0.544,0.585,0.834,0.998,0.793,0.911,0.488,0.232,0.962,0.949,0.805,0.978,0.933,0.793,0.604,0.978,0.978
0.552,0.468,0.774,0.583,0.967,0.988,0.37,0.315,0.468,0.552,0.774,0.987,0.769,0.88,0.421,0.141,0.999,0.779,0.808,0.998,0.83,0.759,0.884,0.993,0.993
0.574,0.463,0.785,0.785,1.0,0.981,0.259,0.418,0.463,0.574,0.785,0.998,0.746,0.947,0.567,0.282,0.995,0.837,0.845,0.987,0.856,0.841,0.821,0.995,0.995
0.624,0.696,0.928,0.668,0.989,0.961,0.203,0.341,0.696,0.624,0.928,0.995,0.781,0.933,0.464,0.262,0.999,0.863,0.786,0.967,0.936,0.734,0.675,0.995,0.995
0.567,0.463,0.781,0.795,1.0,0.98,0.259,0.418,0.463,0.567,0.781,0.998,0.741,0.951,0.574,0.282,0.995,0.837,0.849,0.986,0.86,0.841,0.821,0.996,0.996
0.678,0.654,0.932,0.697,0.977,0.925,0.225,0.429,0.654,0.678,0.932,0.98,0.84,0.942,0.483,0.172,1.0,0.789,0.84,0.947,0.974,0.746,0.648,0.978,0.978
0.575,0.575,0.845,0.82,0.98,0.929,0.207,0.474,0.575,0.575,0.845,0.994,0.766,0.954,0.569,0.355,0.959,0.923,0.857,0.984,0.902,0.799,0.823,1.0,1.0
0.613,0.591,0.874,0.712,0.999,0.988,0.23,0.26,0.591,0.613,0.874,0.999,0.755,0.956,0.518,0.25,0.999,0.85,0.801,0.986,0.923,0.778,0.755,0.995,0.995
0.589,0.525,0.828,0.784,0.995,0.956,0.215,0.519,0.525,0.589,0.828,1.0,0.764,0.904,0.538,0.232,0.99,0.891,0.811,0.987,0.904,0.801,0.71,0.987,0.987
0.701,0.691,0.954,0.571,0.996,0.925,0.081,0.544,0.691,0.701,0.954,0.996,0.769,0.904,0.384,0.242,0.993,0.849,0.669,0.979,0.943,0.669,0.571,0.925,0.925
0.594,0.467,0.8,0.771,0.997,0.958,0.334,0.514,0.467,0.594,0.8,0.996,0.837,0.924,0.585,0.181,0.942,0.883,0.924,0.971,0.917,0.861,0.749,0.999,0.999
0.496,0.475,0.743,0.73,0.992,0.998,0.246,0.359,0.475,0.496,0.743,0.992,0.688,0.949,0.517,0.18,0.994,0.78,0.768,1.0,0.872,0.73,0.835,1.0,1.0
0.526,0.518,0.786,0.66,0.984,0.998,0.336,0.347,0.518,0.526,0.786,0.995,0.724,0.92,0.488,0.132,1.0,0.764,0.848,0.999,0.818,0.754,0.865,0.997,0.997
0.465,0.577,0.788,0.631,0.982,0.996,0.293,0.236,0.577,0.465,0.788,0.996,0.671,0.965,0.492,0.15,0.987,0.796,0.911,0.998,0.816,0.75,0.887,0.956,0.956
0.524,0.474,0.76,0.793,1.0,0.98,0.317,0.455,0.474,0.524,0.76,1.0,0.764,0.936,0.587,0.245,0.965,0.891,0.883,0.988,0.877,0.859,0.798,0.997,0.997
0.688,0.551,0.895,0.806,0.981,0.936,0.311,0.357,0.551,0.688,0.895,0.996,0.829,0.952,0.531,0.351,1.0,0.818,0.801,0.97,0.917,0.822,0.801,0.999,0.999
0.476,0.511,0.753,0.676,0.982,1.0,0.25,0.373,0.511,0.476,0.753,0.991,0.659,0.933,0.452,0.267,0.998,0.861,0.799,0.999,0.834,0.773,0.84,0.997,0.997
0.47,0.641,0.832,0.759,0.991,0.935,0.152,0.57,0.641,0.47,0.832,0.995,0.71,0.958,0.553,0.135,0.973,0.897,0.858,0.973,0.938,0.802,0.656,0.994,0.994
0.669,0.564,0.89,0.584,0.999,0.988,0.16,0.255,0.564,0.669,0.89,1.0,0.839,0.866,0.351,0.2,0.991,0.777,0.749,0.997,0.947,0.614,0.678,0.974,0.974
0.619,0.558,0.86,0.63,1.0,0.985,0.311,0.399,0.558,0.619,0.86,1.0,0.834,0.86,0.415,0.251,0.997,0.782,0.878,0.983,0.937,0.774,0.703,0.998,0.998
0.623,0.506,0.837,0.71,0.998,0.996,0.173,0.311,0.506,0.623,0.837,1.0,0.71,0.948,0.506,0.237,0.999,0.804,0.783,0.997,0.79,0.783,0.804,0.997,0.997
0.587,0.54,0.834,0.714,1.0,0.966,0.248,0.5,0.54,0.587,0.834,0.999,0.766,0.904,0.52,0.232,0.999,0.876,0.76,0.981,0.839,0.829,0.67,0.984,0.984
0.525,0.63,0.851,0.709,1.0,0.988,0.202,0.309,0.63,0.525,0.851,0.999,0.701,0.973,0.537,0.202,0.992,0.862,0.84,0.993,0.932,0.74,0.828,0.996,0.996
0.446,0.473,0.71,0.842,0.998,0.974,0.289,0.446,0.473,0.446,0.71,1.0,0.735,0.978,0.759,0.039,0.865,0.905,0.966,0.98,0.859,0.905,0.842,0.952,0.952
0.592,0.445,0.788,0.692,0.999,0.992,0.218,0.392,0.445,0.592,0.788,0.996,0.8,0.928,0.506,0.199,0.939,0.913,0.901,0.998,0.858,0.813,0.8,0.997,0.997
0.634,0.434,0.81,0.843,0.992,0.94,0.434,0.421,0.434,0.634,0.81,0.997,0.859,0.934,0.482,0.458,0.986,0.838,0.883,0.967,0.94,0.869,0.821,1.0,1.0
0.554,0.439,0.76,0.65,0.976,0.997,0.414,0.267,0.439,0.554,0.76,0.987,0.786,0.933,0.439,0.232,0.972,0.911,0.845,1.0,0.926,0.746,0.667,0.996,0.996
0.637,0.606,0.893,0.722,0.998,0.978,0.236,0.37,0.606,0.637,0.893,0.987,0.759,0.949,0.393,0.236,0.998,0.735,0.833,0.987,0.938,0.722,0.824,0.996,0.996
0.525,0.441,0.741,0.823,0.997,0.965,0.389,0.476,0.441,0.525,0.741,1.0,0.823,0.96,0.623,0.173,0.949,0.871,0.925,0.961,0.917,0.9,0.785,0.984,0.984
0.872,0.303,0.931,0.638,0.989,0.961,0.235,0.334,0.303,0.872,0.931,0.992,0.961,0.805,0.538,0.115,0.999,0.817,0.779,0.961,0.89,0.829,0.737,0.994,0.994
0.664,0.722,0.953,0.55,1.0,0.938,0.075,0.409,0.722,0.664,0.953,0.991,0.703,0.976,0.524,0.305,0.998,0.74,0.902,0.985,0.953,0.722,0.818,1.0,1.0
0.681,0.621,0.92,0.874,0.925,0.846,0.145,0.462,0.621,0.681,0.92,0.969,0.781,0.975,0.67,0.293,0.983,0.892,0.839,0.915,0.935,0.86,0.724,0.992,0.992
0.427,0.479,0.702,0.778,1.0,0.997,0.276,0.341,0.479,0.427,0.702,0.997,0.734,0.94,0.592,0.118,0.918,0.947,0.883,0.995,0.926,0.778,0.764,0.988,0.988
0.551,0.195,0.629,0.783,0.999,0.997,0.297,0.297,0.195,0.551,0.629,0.999,0.842,0.923,0.592,0.297,0.923,0.908,0.923,1.0,0.882,0.796,0.9,0.923,0.923
0.627,0.553,0.863,0.674,1.0,0.992,0.259,0.419,0.553,0.627,0.863,1.0,0.785,0.919,0.486,0.099,0.995,0.856,0.826,0.993,0.863,0.762,0.702,0.989,0.989
0.544,0.61,0.849,0.684,0.999,0.99,0.246,0.424,0.61,0.544,0.849,0.997,0.713,0.964,0.504,0.181,0.984,0.822,0.902,0.999,0.9,0.726,0.845,0.997,0.997
0.481,0.492,0.744,0.701,0.991,0.991,0.385,0.545,0.492,0.481,0.744,0.998,0.764,0.941,0.514,0.188,0.965,0.864,0.907,0.995,0.887,0.845,0.845,0.981,0.981
0.464,0.527,0.756,0.79,0.999,0.996,0.102,0.232,0.527,0.464,0.756,0.998,0.58,0.983,0.623,0.215,0.999,0.837,0.811,1.0,0.82,0.738,0.889,0.995,0.995
0.601,0.629,0.887,0.716,0.993,0.929,0.251,0.462,0.629,0.601,0.887,0.998,0.791,0.936,0.522,0.328,0.995,0.858,0.826,0.968,0.929,0.798,0.71,0.985,0.985
0.576,0.619,0.869,0.669,1.0,0.967,0.215,0.477,0.619,0.576,0.869,0.998,0.748,0.955,0.45,0.172,0.996,0.869,0.808,0.986,0.923,0.779,0.697,0.994,0.994
0.53,0.566,0.816,0.6,0.98,1.0,0.125,0.345,0.566,0.53,0.816,0.993,0.621,0.932,0.478,0.236,1.0,0.866,0.766,0.994,0.81,0.681,0.902,0.995,0.995
0.553,0.482,0.782,0.633,0.99,0.997,0.217,0.401,0.482,0.553,0.782,0.994,0.748,0.885,0.497,0.226,0.984,0.901,0.824,1.0,0.832,0.724,0.731,0.998,0.998
0.518,0.568,0.811,0.687,0.99,1.0,0.337,0.337,0.568,0.518,0.811,0.99,0.696,0.967,0.636,0.074,0.983,0.825,0.901,0.999,0.789,0.818,0.875,0.961,0.961
0.361,0.361,0.578,0.896,0.998,0.997,0.487,0.32,0.361,0.361,0.578,0.933,0.713,0.962,0.783,0.253,0.907,0.959,0.877,0.983,0.849,0.966,0.774,0.966,0.966
0.541,0.563,0.821,0.71,0.997,0.998,0.268,0.356,0.563,0.541,0.821,0.997,0.693,0.944,0.533,0.244,0.979,0.877,0.867,1.0,0.817,0.772,0.852,0.994,0.994
0.569,0.569,0.839,0.602,0.988,1.0,0.27,0.408,0.569,0.569,0.839,0.998,0.724,0.91,0.408,0.18,0.998,0.827,0.833,1.0,0.851,0.694,0.86,0.997,0.997
0.432,0.281,0.578,0.644,0.911,0.991,0.3,0.439,0.281,0.432,0.578,0.949,0.649,0.88,0.509,0.272,0.988,0.88,0.833,0.975,0.689,0.779,0.852,1.0,1.0
0.568,0.547,0.827,0.54,0.972,1.0,0.378,0.369,0.547,0.568,0.827,0.987,0.769,0.891,0.369,0.278,0.998,0.811,0.852,1.0,0.849,0.741,0.786,0.997,0.997
0.779,0.391,0.89,0.582,1.0,0.994,0.336,0.26,0.391,0.779,0.89,0.987,0.932,0.895,0.429,0.191,0.992,0.792,0.899,0.982,0.89,0.773,0.804,0.994,0.994
0.659,0.59,0.896,0.802,0.962,0.902,0.156,0.527,0.59,0.659,0.896,0.987,0.811,0.936,0.544,0.215,0.989,0.883,0.829,0.954,0.914,0.829,0.731,0.999,0.999
0.549,0.603,0.847,0.615,0.991,0.998,0.341,0.415,0.603,0.549,0.847,0.999,0.74,0.944,0.426,0.178,0.994,0.818,0.872,0.999,0.878,0.74,0.838,0.995,0.995
0.485,0.537,0.774,0.748,1.0,0.983,0.299,0.46,0.537,0.485,0.774,1.0,0.735,0.951,0.57,0.226,0.957,0.858,0.924,0.991,0.871,0.846,0.833,0.988,0.988
0.601,0.487,0.815,0.687,0.997,0.987,0.348,0.5,0.487,0.601,0.815,0.998,0.799,0.913,0.524,0.166,0.987,0.865,0.857,0.995,0.848,0.815,0.709,0.993,0.993
0.577,0.472,0.792,0.653,0.991,1.0,0.355,0.323,0.472,0.577,0.792,0.998,0.801,0.897,0.463,0.311,0.985,0.852,0.874,1.0,0.87,0.797,0.844,0.994,0.994
0.595,0.527,0.832,0.706,1.0,0.987,0.31,0.444,0.527,0.595,0.832,0.999,0.783,0.916,0.487,0.278,0.992,0.89,0.805,0.99,0.872,0.829,0.726,0.998,0.998
0.722,0.484,0.887,0.741,0.992,0.944,0.233,0.454,0.484,0.722,0.887,0.981,0.85,0.952,0.513,0.276,0.997,0.837,0.837,0.971,0.959,0.792,0.807,0.992,0.992
0.615,0.566,0.863,0.702,0.999,0.975,0.258,0.417,0.566,0.615,0.863,0.999,0.798,0.935,0.52,0.207,0.975,0.893,0.859,0.988,0.916,0.794,0.713,0.999,0.999
0.529,0.52,0.789,0.735,1.0,0.972,0.339,0.395,0.52,0.529,0.789,1.0,0.804,0.949,0.562,0.277,0.982,0.823,0.905,0.975,0.937,0.836,0.794,0.996,0.996
0.615,0.598,0.878,0.736,0.985,0.934,0.249,0.436,0.598,0.615,0.878,0.973,0.827,0.955,0.515,0.105,0.998,0.783,0.875,0.953,0.961,0.767,0.704,0.988,0.988
0.584,0.621,0.875,0.572,0.993,0.995,0.319,0.426,0.621,0.584,0.875,1.0,0.755,0.928,0.258,0.258,1.0,0.755,0.849,1.0,0.862,0.698,0.798,1.0,1.0
0.568,0.593,0.852,0.724,0.998,0.962,0.206,0.481,0.593,0.568,0.852,1.0,0.751,0.933,0.516,0.239,0.971,0.924,0.828,0.986,0.91,0.784,0.649,0.989,0.989
0.32,0.271,0.484,0.838,0.968,0.998,0.32,0.365,0.271,0.32,0.484,0.854,0.583,0.854,0.552,0.484,0.968,0.952,0.782,0.952,0.762,0.74,0.952,0.922,0.922
0.587,0.604,0.867,0.725,0.999,0.945,0.244,0.592,0.604,0.587,0.867,0.999,0.746,0.929,0.499,0.244,0.981,0.892,0.846,0.986,0.884,0.826,0.805,1.0,1.0
0.587,0.683,0.907,0.711,0.986,0.921,0.0,0.532,0.683,0.587,0.907,0.996,0.711,0.927,0.492,0.273,0.945,0.955,0.829,0.983,0.914,0.75,0.621,0.983,0.983
0.478,0.496,0.744,0.785,0.998,0.995,0.339,0.441,0.496,0.478,0.744,0.991,0.71,0.947,0.62,0.187,0.977,0.878,0.871,0.999,0.839,0.831,0.839,0.99,0.99
0.583,0.568,0.846,0.745,0.998,0.971,0.255,0.475,0.568,0.583,0.846,0.996,0.765,0.944,0.531,0.178,0.989,0.854,0.861,0.979,0.894,0.827,0.774,1.0,1.0
0.614,0.504,0.831,0.665,0.998,0.986,0.229,0.393,0.504,0.614,0.831,1.0,0.776,0.934,0.504,0.214,0.995,0.845,0.841,0.995,0.913,0.748,0.808,0.999,0.999
0.378,0.573,0.74,0.854,0.996,0.977,0.235,0.472,0.573,0.378,0.74,0.999,0.635,0.977,0.659,0.184,0.939,0.885,0.926,0.987,0.868,0.885,0.868,0.981,0.981
0.475,0.45,0.713,0.816,1.0,0.986,0.3,0.443,0.45,0.475,0.713,1.0,0.738,0.966,0.683,0.138,0.932,0.882,0.936,0.986,0.853,0.886,0.863,0.943,0.943
0.406,0.714,0.851,0.589,0.992,0.998,0.143,0.331,0.714,0.406,0.851,1.0,0.553,0.97,0.429,0.331,0.999,0.7,0.878,0.999,0.902,0.685,0.923,0.995,0.995
0.561,0.586,0.845,0.645,0.996,0.995,0.185,0.449,0.586,0.561,0.845,1.0,0.697,0.932,0.418,0.185,1.0,0.845,0.794,1.0,0.864,0.697,0.809,0.994,0.994
0.581,0.524,0.822,0.814,0.995,0.959,0.335,0.467,0.524,0.581,0.822,0.999,0.783,0.961,0.605,0.24,0.989,0.857,0.857,0.966,0.897,0.875,0.773,1.0,1.0
0.647,0.582,0.887,0.713,0.997,0.976,0.313,0.36,0.582,0.647,0.887,0.996,0.814,0.953,0.566,0.185,0.998,0.778,0.879,0.972,0.905,0.833,0.749,0.995,0.995
0.575,0.439,0.773,0.773,1.0,0.959,0.225,0.342,0.439,0.575,0.773,0.996,0.757,0.946,0.598,0.305,0.996,0.892,0.773,0.976,0.921,0.858,0.703,0.998,0.998
0.603,0.558,0.852,0.597,0.989,1.0,0.389,0.313,0.558,0.603,0.852,0.995,0.792,0.933,0.456,0.179,0.999,0.8,0.845,0.997,0.827,0.788,0.792,0.996,0.996
