PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
0.114,0.107,0.779,0.194,0.552,0.485,0.06,0.087,0.107,0.114,0.779,0.542,0.207,0.348,0.13,0.027,0.395,0.311,0.294,0.485,0.244,0.271,0.281,0.572,0.428,0.062,-0.729,-0.192,-0.408,0.168
0.166,0.14,0.693,0.206,0.473,0.404,0.052,0.086,0.14,0.166,0.693,0.458,0.232,0.364,0.095,0.029,0.524,0.232,0.244,0.415,0.347,0.235,0.218,0.433,0.567,0.221,-0.356,-0.351,-0.365,0.235
0.124,0.108,0.768,0.204,0.519,0.425,0.052,0.094,0.108,0.124,0.768,0.517,0.221,0.34,0.113,0.039,0.417,0.312,0.271,0.456,0.309,0.254,0.199,0.459,0.541,-0.157,-0.467,-0.272,-0.394,0.12
0.194,0.248,0.558,0.115,0.424,0.394,0.012,0.03,0.248,0.194,0.558,0.339,0.224,0.485,0.079,0.006,0.521,0.176,0.303,0.406,0.37,0.145,0.267,0.533,0.467,1.291,-0.596,-0.366,-0.637,0.176
0.211,0.12,0.669,0.254,0.38,0.324,0.021,0.106,0.12,0.211,0.669,0.43,0.268,0.296,0.092,0.07,0.458,0.331,0.211,0.387,0.345,0.232,0.204,0.423,0.577,0.317,-0.195,-0.369,-0.239,-0.05
0.118,0.141,0.741,0.218,0.497,0.419,0.047,0.109,0.141,0.118,0.741,0.476,0.191,0.388,0.121,0.019,0.465,0.262,0.273,0.446,0.307,0.235,0.242,0.474,0.526,0.105,-0.458,-0.285,-0.532,0.167
0.088,0.097,0.815,0.276,0.478,0.414,0.025,0.072,0.097,0.088,0.815,0.492,0.174,0.448,0.213,0.036,0.279,0.351,0.37,0.467,0.257,0.29,0.326,0.657,0.343,0.391,-0.949,-0.042,-0.604,0.001
0.153,0.124,0.723,0.226,0.471,0.398,0.051,0.069,0.124,0.153,0.723,0.493,0.23,0.352,0.106,0.069,0.507,0.237,0.257,0.431,0.316,0.252,0.23,0.469,0.531,0.162,-0.459,-0.211,-0.338,0.13
0.135,0.159,0.706,0.184,0.506,0.449,0.02,0.049,0.159,0.135,0.706,0.498,0.171,0.4,0.11,0.037,0.473,0.306,0.22,0.465,0.294,0.2,0.224,0.486,0.514,0.24,-0.771,-0.519,-0.584,0.129
0.149,0.179,0.672,0.19,0.451,0.344,0.036,0.113,0.179,0.149,0.672,0.451,0.215,0.4,0.108,0.046,0.405,0.287,0.308,0.421,0.359,0.215,0.221,0.487,0.513,0.39,-0.274,-0.09,-0.408,0.051
0.099,0.112,0.789,0.185,0.577,0.493,0.057,0.084,0.112,0.099,0.789,0.575,0.183,0.339,0.101,0.031,0.491,0.273,0.236,0.511,0.295,0.209,0.275,0.513,0.487,-0.092,-0.72,-0.254,-0.472,0.262
0.173,0.147,0.681,0.152,0.492,0.398,0.026,0.115,0.147,0.173,0.681,0.471,0.236,0.325,0.073,0.031,0.524,0.267,0.209,0.476,0.293,0.183,0.277,0.44,0.56,0.381,-0.355,-0.24,-0.3,0.068
0.251,0.26,0.488,0.13,0.34,0.26,0.06,0.084,0.26,0.251,0.488,0.326,0.33,0.395,0.074,0.042,0.563,0.163,0.274,0.265,0.549,0.209,0.205,0.423,0.577,1.173,0.011,-0.209,-0.399,0.169
0.17,0.151,0.679,0.192,0.446,0.354,0.048,0.103,0.151,0.17,0.679,0.469,0.258,0.343,0.096,0.044,0.45,0.31,0.24,0.391,0.384,0.232,0.166,0.443,0.557,0.208,-0.232,-0.342,-0.329,0.03
0.118,0.128,0.754,0.255,0.452,0.38,0.047,0.063,0.128,0.118,0.754,0.483,0.212,0.374,0.142,0.075,0.421,0.26,0.318,0.424,0.311,0.264,0.271,0.542,0.458,0.3,-0.496,-0.034,-0.465,0.08
0.132,0.125,0.743,0.194,0.5,0.415,0.047,0.098,0.125,0.132,0.743,0.501,0.228,0.343,0.119,0.033,0.45,0.272,0.279,0.42,0.329,0.269,0.218,0.51,0.49,0.085,-0.46,-0.243,-0.382,0.139
0.119,0.146,0.735,0.139,0.596,0.53,0.099,0.066,0.146,0.119,0.735,0.583,0.219,0.318,0.073,0.04,0.517,0.199,0.285,0.497,0.285,0.225,0.252,0.517,0.483,-0.112,-0.53,-0.193,-0.32,0.375
0.134,0.129,0.737,0.103,0.612,0.569,0.039,0.034,0.129,0.134,0.737,0.53,0.194,0.319,0.069,0.026,0.483,0.228,0.289,0.556,0.233,0.172,0.315,0.582,0.418,0.164,-0.923,-0.324,-0.414,0.309
0.057,0.051,0.892,0.146,0.696,0.475,0.057,0.184,0.051,0.057,0.892,0.728,0.165,0.209,0.089,0.07,0.481,0.323,0.196,0.582,0.203,0.234,0.247,0.506,0.494,-0.967,-0.349,-0.047,0.004,0.084
0.112,0.125,0.763,0.2,0.531,0.471,0.043,0.052,0.125,0.112,0.763,0.541,0.187,0.362,0.11,0.04,0.484,0.269,0.247,0.467,0.304,0.23,0.235,0.531,0.469,0.069,-0.73,-0.336,-0.498,0.221
0.202,0.121,0.677,0.162,0.485,0.374,0.091,0.101,0.121,0.202,0.677,0.475,0.323,0.283,0.051,0.081,0.576,0.192,0.232,0.374,0.303,0.303,0.202,0.394,0.606,0.249,0.023,-0.184,0.131,0.054
0.116,0.128,0.756,0.192,0.529,0.39,0.023,0.128,0.128,0.116,0.756,0.512,0.174,0.343,0.087,0.047,0.471,0.32,0.209,0.483,0.32,0.192,0.192,0.39,0.61,-0.263,-0.341,-0.343,-0.405,0.049
0.185,0.213,0.602,0.065,0.519,0.426,0.0,0.083,0.213,0.185,0.602,0.481,0.204,0.343,0.065,0.009,0.537,0.213,0.25,0.509,0.389,0.093,0.269,0.5,0.5,0.454,-0.566,-0.234,-0.527,0.329
0.106,0.286,0.609,0.137,0.441,0.317,0.012,0.075,0.286,0.106,0.609,0.422,0.149,0.466,0.075,0.081,0.472,0.236,0.292,0.373,0.441,0.174,0.161,0.441,0.559,0.524,-0.373,-0.125,-0.84,0.039
0.138,0.132,0.73,0.189,0.484,0.421,0.025,0.038,0.132,0.138,0.73,0.484,0.22,0.358,0.113,0.05,0.509,0.22,0.27,0.447,0.346,0.214,0.277,0.528,0.472,0.408,-0.661,-0.204,-0.471,0.18
0.156,0.124,0.72,0.245,0.423,0.351,0.064,0.079,0.124,0.156,0.72,0.441,0.272,0.371,0.146,0.04,0.413,0.267,0.319,0.354,0.371,0.28,0.22,0.52,0.48,0.432,-0.296,-0.24,-0.421,0.13
0.163,0.187,0.65,0.23,0.374,0.3,0.031,0.084,0.187,0.163,0.65,0.385,0.239,0.426,0.126,0.033,0.496,0.226,0.278,0.335,0.422,0.226,0.21,0.463,0.537,0.728,-0.185,-0.278,-0.538,0.093
0.122,0.18,0.698,0.135,0.51,0.445,0.037,0.073,0.18,0.122,0.698,0.49,0.212,0.335,0.086,0.02,0.457,0.278,0.265,0.453,0.392,0.18,0.184,0.461,0.539,-0.011,-0.537,-0.355,-0.692,0.185
0.122,0.108,0.77,0.24,0.452,0.378,0.037,0.09,0.108,0.122,0.77,0.477,0.237,0.36,0.134,0.048,0.364,0.325,0.311,0.431,0.316,0.239,0.228,0.518,0.482,0.226,-0.423,-0.199,-0.461,-0.047
0.112,0.119,0.769,0.178,0.541,0.484,0.053,0.044,0.119,0.112,0.769,0.538,0.216,0.35,0.119,0.038,0.422,0.284,0.294,0.469,0.306,0.241,0.25,0.562,0.438,0.116,-0.782,-0.263,-0.501,0.198
0.26,0.1,0.64,0.16,0.46,0.32,0.04,0.14,0.1,0.26,0.64,0.42,0.32,0.28,0.02,0.12,0.42,0.32,0.26,0.46,0.36,0.16,0.26,0.44,0.56,0.454,-0.168,-0.173,0.265,-0.27
0.114,0.116,0.769,0.157,0.572,0.482,0.058,0.076,0.116,0.114,0.769,0.52,0.213,0.345,0.098,0.048,0.398,0.281,0.321,0.486,0.283,0.237,0.279,0.556,0.444,0.097,-0.715,-0.159,-0.393,0.153
0.127,0.159,0.714,0.151,0.524,0.468,0.024,0.056,0.159,0.127,0.714,0.5,0.19,0.333,0.063,0.04,0.46,0.27,0.27,0.492,0.286,0.151,0.27,0.579,0.421,0.425,-0.577,-0.282,-0.478,0.181
0.138,0.135,0.726,0.185,0.52,0.412,0.068,0.148,0.135,0.138,0.726,0.492,0.228,0.329,0.08,0.034,0.418,0.314,0.268,0.449,0.317,0.243,0.212,0.468,0.532,-0.053,-0.3,-0.191,-0.326,0.087
0.183,0.156,0.661,0.116,0.5,0.438,0.027,0.049,0.156,0.183,0.661,0.473,0.254,0.326,0.08,0.049,0.42,0.312,0.268,0.451,0.357,0.174,0.165,0.473,0.527,0.142,-0.64,-0.566,-0.474,0.032
0.112,0.119,0.769,0.182,0.571,0.492,0.04,0.053,0.119,0.112,0.769,0.545,0.168,0.366,0.116,0.056,0.465,0.257,0.277,0.495,0.238,0.238,0.31,0.568,0.432,0.177,-0.863,-0.243,-0.43,0.236
0.084,0.104,0.812,0.188,0.595,0.521,0.055,0.061,0.104,0.084,0.812,0.586,0.168,0.33,0.097,0.052,0.498,0.259,0.243,0.521,0.285,0.223,0.314,0.586,0.414,-0.028,-0.916,-0.163,-0.455,0.254
0.117,0.125,0.757,0.172,0.567,0.501,0.057,0.068,0.125,0.117,0.757,0.54,0.193,0.351,0.101,0.044,0.45,0.264,0.286,0.51,0.248,0.237,0.292,0.542,0.458,0.071,-0.74,-0.17,-0.37,0.196
0.136,0.122,0.742,0.217,0.494,0.416,0.065,0.094,0.122,0.136,0.742,0.491,0.232,0.364,0.135,0.026,0.43,0.273,0.297,0.419,0.306,0.277,0.237,0.511,0.489,0.147,-0.417,-0.243,-0.38,0.19
0.132,0.136,0.733,0.205,0.488,0.391,0.062,0.093,0.136,0.132,0.733,0.473,0.233,0.372,0.124,0.047,0.442,0.264,0.295,0.395,0.318,0.291,0.182,0.446,0.554,0.008,-0.363,-0.284,-0.437,0.101
0.147,0.12,0.733,0.186,0.507,0.432,0.048,0.088,0.12,0.147,0.733,0.477,0.235,0.351,0.116,0.036,0.419,0.281,0.299,0.444,0.287,0.254,0.258,0.514,0.486,0.224,-0.544,-0.257,-0.369,0.111
0.149,0.13,0.721,0.138,0.561,0.465,0.041,0.074,0.13,0.149,0.721,0.55,0.212,0.305,0.078,0.059,0.487,0.286,0.227,0.498,0.253,0.219,0.257,0.506,0.494,0.068,-0.587,-0.27,-0.224,0.134
0.128,0.112,0.76,0.189,0.519,0.437,0.046,0.098,0.112,0.128,0.76,0.454,0.227,0.38,0.115,0.016,0.352,0.306,0.342,0.467,0.301,0.221,0.251,0.544,0.456,0.224,-0.552,-0.26,-0.432,0.075
0.152,0.15,0.698,0.193,0.449,0.368,0.038,0.122,0.15,0.152,0.698,0.434,0.246,0.32,0.069,0.023,0.464,0.279,0.256,0.409,0.381,0.195,0.155,0.381,0.619,0.03,-0.048,-0.361,-0.441,0.09
0.2,0.144,0.656,0.228,0.419,0.344,0.037,0.047,0.144,0.2,0.656,0.456,0.247,0.381,0.14,0.051,0.591,0.223,0.186,0.34,0.349,0.26,0.163,0.353,0.647,0.283,-0.275,-0.726,-0.35,0.184
0.147,0.114,0.74,0.179,0.523,0.451,0.039,0.081,0.114,0.147,0.74,0.477,0.223,0.37,0.098,0.028,0.422,0.291,0.287,0.477,0.3,0.206,0.236,0.512,0.488,0.183,-0.644,-0.387,-0.398,0.09
0.141,0.141,0.718,0.191,0.494,0.432,0.044,0.071,0.141,0.141,0.718,0.494,0.218,0.353,0.103,0.059,0.421,0.294,0.285,0.456,0.315,0.229,0.265,0.544,0.456,0.296,-0.659,-0.176,-0.44,0.088
0.118,0.144,0.738,0.21,0.503,0.431,0.067,0.092,0.144,0.118,0.738,0.482,0.21,0.4,0.133,0.01,0.446,0.251,0.303,0.426,0.297,0.251,0.241,0.513,0.487,0.233,-0.409,-0.312,-0.48,0.213
0.141,0.157,0.702,0.125,0.544,0.46,0.052,0.052,0.157,0.141,0.702,0.52,0.226,0.327,0.089,0.048,0.508,0.226,0.266,0.444,0.319,0.218,0.214,0.472,0.528,0.068,-0.53,-0.385,-0.448,0.241
0.153,0.156,0.69,0.176,0.474,0.398,0.051,0.091,0.156,0.153,0.69,0.477,0.244,0.338,0.094,0.043,0.463,0.284,0.253,0.409,0.352,0.247,0.188,0.469,0.531,0.161,-0.381,-0.292,-0.409,0.081
0.146,0.129,0.725,0.185,0.496,0.415,0.036,0.087,0.129,0.146,0.725,0.479,0.227,0.356,0.101,0.036,0.473,0.263,0.263,0.451,0.297,0.216,0.244,0.473,0.527,0.261,-0.454,-0.31,-0.394,0.098
0.144,0.043,0.814,0.181,0.612,0.495,0.059,0.117,0.043,0.144,0.814,0.622,0.223,0.255,0.117,0.043,0.41,0.367,0.223,0.532,0.186,0.271,0.213,0.473,0.527,-0.631,-0.577,-0.436,-0.073,0.128
0.061,0.061,0.879,0.182,0.636,0.561,0.121,0.015,0.061,0.061,0.879,0.667,0.242,0.273,0.121,0.076,0.394,0.303,0.303,0.439,0.303,0.333,0.182,0.621,0.379,-0.518,-0.895,-0.313,-0.421,0.281
0.12,0.151,0.729,0.222,0.479,0.408,0.042,0.077,0.151,0.12,0.729,0.496,0.19,0.338,0.085,0.056,0.518,0.254,0.229,0.423,0.317,0.236,0.194,0.433,0.567,0.002,-0.317,-0.294,-0.483,0.187
0.15,0.142,0.708,0.208,0.445,0.383,0.026,0.102,0.142,0.15,0.708,0.453,0.23,0.314,0.113,0.033,0.453,0.288,0.259,0.431,0.35,0.223,0.212,0.409,0.591,-0.008,-0.314,-0.292,-0.527,0.087
0.168,0.128,0.704,0.156,0.508,0.419,0.039,0.073,0.128,0.168,0.704,0.492,0.246,0.33,0.095,0.045,0.447,0.302,0.251,0.425,0.341,0.207,0.179,0.469,0.531,0.109,-0.52,-0.56,-0.422,0.112
0.149,0.141,0.71,0.213,0.47,0.408,0.062,0.077,0.141,0.149,0.71,0.493,0.238,0.359,0.131,0.027,0.436,0.297,0.267,0.396,0.356,0.265,0.188,0.502,0.498,0.132,-0.477,-0.376,-0.5,0.204
0.131,0.101,0.768,0.266,0.44,0.39,0.065,0.053,0.101,0.131,0.768,0.448,0.258,0.398,0.185,0.036,0.412,0.21,0.378,0.367,0.33,0.327,0.299,0.605,0.395,0.56,-0.554,-0.05,-0.462,0.217
0.089,0.113,0.798,0.291,0.44,0.387,0.028,0.06,0.113,0.089,0.798,0.511,0.184,0.429,0.22,0.011,0.379,0.316,0.305,0.401,0.294,0.291,0.238,0.589,0.411,0.297,-0.664,-0.304,-0.739,0.163
0.148,0.126,0.727,0.257,0.426,0.339,0.044,0.12,0.126,0.148,0.727,0.454,0.235,0.388,0.137,0.027,0.404,0.35,0.246,0.399,0.301,0.268,0.169,0.481,0.519,0.23,-0.257,-0.363,-0.401,-0.063
0.153,0.144,0.703,0.198,0.45,0.387,0.036,0.081,0.144,0.153,0.703,0.45,0.243,0.333,0.108,0.045,0.514,0.243,0.243,0.387,0.351,0.252,0.171,0.396,0.604,0.031,-0.315,-0.464,-0.455,0.048
0.092,0.114,0.793,0.218,0.502,0.421,0.033,0.1,0.114,0.092,0.793,0.472,0.199,0.369,0.125,0.033,0.365,0.317,0.317,0.458,0.321,0.225,0.247,0.55,0.45,0.112,-0.608,-0.217,-0.601,0.004
0.175,0.117,0.708,0.244,0.429,0.359,0.055,0.083,0.117,0.175,0.708,0.466,0.266,0.343,0.133,0.057,0.466,0.269,0.266,0.372,0.317,0.307,0.209,0.457,0.543,0.24,-0.291,-0.258,-0.268,0.095
0.115,0.126,0.759,0.187,0.5,0.417,0.06,0.112,0.126,0.115,0.759,0.489,0.247,0.319,0.106,0.032,0.42,0.264,0.316,0.408,0.365,0.264,0.221,0.526,0.474,0.063,-0.357,-0.139,-0.417,0.107
0.139,0.118,0.743,0.167,0.528,0.431,0.056,0.118,0.118,0.139,0.743,0.49,0.243,0.34,0.09,0.017,0.434,0.278,0.288,0.455,0.316,0.236,0.215,0.493,0.507,0.062,-0.375,-0.244,-0.293,0.11
0.121,0.101,0.779,0.196,0.543,0.46,0.059,0.078,0.101,0.121,0.779,0.52,0.22,0.344,0.107,0.048,0.456,0.249,0.295,0.489,0.274,0.239,0.261,0.516,0.484,0.003,-0.578,-0.182,-0.334,0.138
0.126,0.114,0.76,0.171,0.568,0.501,0.05,0.076,0.114,0.126,0.76,0.532,0.197,0.344,0.116,0.019,0.47,0.249,0.28,0.499,0.252,0.249,0.29,0.544,0.456,0.042,-0.717,-0.244,-0.356,0.276
0.124,0.145,0.731,0.205,0.475,0.389,0.043,0.109,0.145,0.124,0.731,0.475,0.218,0.373,0.128,0.02,0.381,0.326,0.293,0.414,0.354,0.244,0.194,0.503,0.497,0.122,-0.399,-0.291,-0.523,0.079
0.148,0.11,0.741,0.247,0.451,0.393,0.059,0.056,0.11,0.148,0.741,0.464,0.251,0.382,0.156,0.04,0.448,0.238,0.314,0.39,0.337,0.279,0.256,0.528,0.472,0.382,-0.499,-0.252,-0.428,0.194
0.088,0.071,0.84,0.332,0.445,0.382,0.038,0.088,0.071,0.088,0.84,0.433,0.189,0.403,0.197,0.071,0.298,0.294,0.408,0.437,0.248,0.319,0.374,0.626,0.374,0.369,-0.675,0.146,-0.488,-0.023
0.145,0.154,0.701,0.195,0.464,0.364,0.039,0.104,0.154,0.145,0.701,0.471,0.226,0.356,0.098,0.03,0.503,0.271,0.226,0.403,0.369,0.219,0.165,0.391,0.609,0.077,-0.205,-0.39,-0.467,0.13
0.128,0.119,0.754,0.23,0.441,0.365,0.034,0.094,0.119,0.128,0.754,0.449,0.243,0.348,0.126,0.051,0.395,0.298,0.307,0.41,0.333,0.252,0.222,0.489,0.511,0.214,-0.352,-0.186,-0.46,-0.054
0.1,0.081,0.819,0.265,0.515,0.421,0.048,0.097,0.081,0.1,0.819,0.507,0.188,0.38,0.164,0.051,0.385,0.301,0.314,0.449,0.247,0.316,0.294,0.553,0.447,0.045,-0.669,-0.095,-0.401,0.106
0.099,0.099,0.802,0.234,0.482,0.407,0.024,0.094,0.099,0.099,0.802,0.451,0.208,0.408,0.159,0.017,0.349,0.28,0.371,0.444,0.29,0.251,0.275,0.605,0.395,0.37,-0.629,-0.151,-0.562,0.029
0.112,0.108,0.781,0.235,0.49,0.438,0.052,0.08,0.108,0.112,0.781,0.486,0.219,0.359,0.124,0.052,0.347,0.311,0.343,0.474,0.299,0.239,0.299,0.598,0.402,0.277,-0.656,-0.026,-0.452,0.034
0.1,0.108,0.792,0.217,0.521,0.447,0.046,0.074,0.108,0.1,0.792,0.473,0.199,0.387,0.108,0.051,0.393,0.282,0.325,0.47,0.319,0.225,0.262,0.538,0.462,0.138,-0.725,-0.2,-0.53,0.049
0.148,0.139,0.713,0.167,0.505,0.424,0.043,0.101,0.139,0.148,0.713,0.488,0.231,0.317,0.077,0.041,0.463,0.287,0.251,0.443,0.328,0.223,0.218,0.469,0.531,0.104,-0.429,-0.286,-0.389,0.111
0.165,0.112,0.723,0.235,0.458,0.381,0.104,0.104,0.112,0.165,0.723,0.462,0.3,0.335,0.138,0.042,0.435,0.223,0.342,0.342,0.335,0.35,0.258,0.538,0.462,0.36,-0.19,-0.051,-0.181,0.225
0.113,0.135,0.752,0.257,0.419,0.32,0.032,0.108,0.135,0.113,0.752,0.5,0.221,0.32,0.144,0.09,0.324,0.378,0.297,0.342,0.306,0.333,0.135,0.495,0.505,-0.056,-0.22,-0.173,-0.475,-0.116
0.092,0.113,0.795,0.187,0.576,0.519,0.057,0.067,0.113,0.092,0.795,0.551,0.18,0.343,0.102,0.032,0.449,0.261,0.29,0.509,0.272,0.23,0.307,0.601,0.399,0.083,-0.846,-0.142,-0.507,0.281
0.135,0.108,0.757,0.264,0.451,0.375,0.063,0.084,0.108,0.135,0.757,0.471,0.24,0.382,0.156,0.053,0.409,0.281,0.31,0.384,0.321,0.3,0.247,0.53,0.47,0.297,-0.458,-0.197,-0.41,0.089
0.132,0.111,0.756,0.231,0.449,0.376,0.056,0.103,0.111,0.132,0.756,0.453,0.265,0.333,0.115,0.047,0.372,0.316,0.312,0.38,0.359,0.278,0.218,0.534,0.466,0.276,-0.33,-0.177,-0.368,-0.025
0.12,0.12,0.761,0.255,0.473,0.402,0.022,0.087,0.12,0.12,0.761,0.462,0.174,0.391,0.152,0.033,0.402,0.326,0.272,0.429,0.31,0.261,0.234,0.473,0.527,0.032,-0.617,-0.381,-0.591,0.117
0.17,0.118,0.712,0.196,0.477,0.392,0.078,0.105,0.118,0.17,0.712,0.451,0.288,0.333,0.085,0.026,0.444,0.268,0.288,0.373,0.333,0.255,0.163,0.477,0.523,0.24,-0.137,-0.438,-0.278,0.146
0.188,0.17,0.642,0.17,0.45,0.384,0.044,0.07,0.17,0.188,0.642,0.467,0.253,0.349,0.114,0.031,0.472,0.323,0.205,0.393,0.354,0.218,0.135,0.389,0.611,0.123,-0.368,-0.683,-0.512,0.086
0.111,0.081,0.808,0.172,0.596,0.535,0.061,0.051,0.081,0.111,0.808,0.566,0.212,0.354,0.081,0.04,0.384,0.343,0.273,0.535,0.303,0.182,0.182,0.465,0.535,-0.368,-0.884,-0.551,-0.453,0.088
0.106,0.126,0.768,0.233,0.485,0.44,0.063,0.064,0.126,0.106,0.768,0.488,0.22,0.388,0.149,0.021,0.406,0.262,0.333,0.42,0.323,0.276,0.244,0.569,0.431,0.224,-0.609,-0.198,-0.587,0.206
0.131,0.121,0.748,0.145,0.574,0.507,0.053,0.05,0.121,0.131,0.748,0.539,0.213,0.351,0.103,0.043,0.401,0.298,0.301,0.5,0.262,0.241,0.266,0.582,0.418,0.137,-0.862,-0.242,-0.361,0.177
0.109,0.109,0.781,0.195,0.583,0.49,0.099,0.086,0.109,0.109,0.781,0.523,0.212,0.401,0.132,0.036,0.371,0.262,0.368,0.474,0.252,0.305,0.301,0.613,0.387,0.138,-0.719,-0.025,-0.294,0.248
0.163,0.077,0.76,0.25,0.481,0.413,0.038,0.038,0.077,0.163,0.76,0.49,0.231,0.365,0.144,0.067,0.442,0.298,0.26,0.452,0.25,0.279,0.269,0.5,0.5,0.243,-0.672,-0.314,-0.243,0.085
0.143,0.152,0.705,0.169,0.532,0.439,0.034,0.101,0.152,0.143,0.705,0.502,0.181,0.384,0.127,0.025,0.447,0.283,0.27,0.481,0.224,0.257,0.274,0.553,0.447,0.252,-0.632,-0.21,-0.366,0.162
0.113,0.089,0.798,0.273,0.482,0.394,0.064,0.074,0.089,0.113,0.798,0.557,0.22,0.34,0.142,0.096,0.418,0.309,0.273,0.45,0.28,0.291,0.27,0.532,0.468,0.045,-0.564,0.004,-0.323,0.026
0.154,0.107,0.739,0.157,0.562,0.499,0.075,0.093,0.107,0.154,0.739,0.53,0.249,0.31,0.09,0.017,0.467,0.267,0.267,0.481,0.264,0.255,0.235,0.51,0.49,-0.05,-0.56,-0.333,-0.252,0.223
0.154,0.143,0.703,0.22,0.435,0.387,0.024,0.114,0.143,0.154,0.703,0.427,0.225,0.332,0.114,0.021,0.401,0.326,0.273,0.406,0.337,0.252,0.196,0.464,0.536,0.102,-0.37,-0.348,-0.528,0.054
0.144,0.144,0.713,0.119,0.52,0.426,0.03,0.079,0.144,0.144,0.713,0.48,0.248,0.312,0.079,0.04,0.51,0.218,0.272,0.46,0.327,0.198,0.228,0.47,0.53,0.169,-0.435,-0.254,-0.406,0.082
0.155,0.118,0.727,0.22,0.47,0.388,0.082,0.115,0.118,0.155,0.727,0.487,0.273,0.332,0.138,0.02,0.434,0.26,0.306,0.382,0.355,0.303,0.217,0.49,0.51,0.09,-0.234,-0.172,-0.322,0.237
0.142,0.148,0.71,0.179,0.519,0.469,0.071,0.065,0.148,0.142,0.71,0.534,0.225,0.352,0.123,0.031,0.491,0.219,0.29,0.441,0.256,0.281,0.262,0.565,0.435,0.265,-0.561,-0.187,-0.368,0.299
0.12,0.145,0.735,0.17,0.527,0.47,0.035,0.069,0.145,0.12,0.735,0.508,0.192,0.353,0.104,0.022,0.435,0.297,0.268,0.483,0.312,0.199,0.24,0.521,0.479,0.093,-0.692,-0.343,-0.584,0.185
0.187,0.122,0.691,0.21,0.447,0.336,0.019,0.122,0.122,0.187,0.691,0.443,0.24,0.34,0.118,0.046,0.447,0.321,0.233,0.397,0.309,0.252,0.195,0.408,0.592,0.163,-0.209,-0.453,-0.223,-0.018
0.117,0.14,0.743,0.199,0.486,0.427,0.07,0.06,0.14,0.117,0.743,0.517,0.244,0.368,0.135,0.029,0.386,0.295,0.319,0.409,0.362,0.267,0.185,0.548,0.452,0.134,-0.543,-0.218,-0.565,0.175
0.184,0.157,0.659,0.173,0.441,0.351,0.032,0.078,0.157,0.184,0.659,0.432,0.262,0.362,0.111,0.051,0.449,0.254,0.297,0.384,0.349,0.243,0.195,0.476,0.524,0.426,-0.317,-0.292,-0.359,0.063
0.117,0.115,0.768,0.232,0.471,0.378,0.02,0.109,0.115,0.117,0.768,0.434,0.202,0.408,0.145,0.024,0.416,0.244,0.341,0.428,0.297,0.244,0.289,0.549,0.451,0.447,-0.457,-0.146,-0.466,0.077
0.163,0.147,0.69,0.18,0.455,0.358,0.048,0.121,0.147,0.163,0.69,0.481,0.266,0.323,0.099,0.024,0.424,0.305,0.27,0.409,0.389,0.209,0.147,0.451,0.549,0.065,-0.15,-0.314,-0.413,0.087
0.1,0.125,0.775,0.25,0.462,0.4,0.038,0.1,0.125,0.1,0.775,0.5,0.2,0.35,0.138,0.012,0.438,0.262,0.3,0.412,0.362,0.238,0.238,0.562,0.438,0.172,-0.384,-0.167,-0.592,0.262
0.131,0.144,0.725,0.15,0.51,0.392,0.052,0.118,0.144,0.131,0.725,0.49,0.248,0.301,0.078,0.059,0.418,0.275,0.307,0.425,0.346,0.229,0.209,0.503,0.497,0.082,-0.293,-0.11,-0.407,0.053
0.098,0.113,0.788,0.253,0.483,0.421,0.038,0.075,0.113,0.098,0.788,0.469,0.189,0.4,0.132,0.025,0.466,0.247,0.287,0.441,0.334,0.232,0.244,0.483,0.517,0.116,-0.555,-0.296,-0.601,0.167
0.167,0.131,0.702,0.233,0.429,0.369,0.06,0.076,0.131,0.167,0.702,0.442,0.266,0.365,0.146,0.039,0.438,0.258,0.303,0.365,0.34,0.293,0.22,0.485,0.515,0.344,-0.339,-0.287,-0.399,0.135
0.168,0.137,0.694,0.195,0.368,0.306,0.043,0.091,0.137,0.168,0.694,0.397,0.342,0.308,0.11,0.039,0.354,0.302,0.344,0.337,0.439,0.246,0.151,0.495,0.505,0.481,-0.056,-0.141,-0.445,-0.129
0.139,0.123,0.738,0.227,0.482,0.396,0.086,0.07,0.123,0.139,0.738,0.491,0.253,0.37,0.132,0.073,0.449,0.231,0.319,0.39,0.341,0.295,0.247,0.498,0.502,0.209,-0.464,-0.129,-0.381,0.159
0.184,0.097,0.719,0.238,0.438,0.389,0.027,0.081,0.097,0.184,0.719,0.422,0.254,0.378,0.124,0.038,0.395,0.308,0.297,0.416,0.308,0.243,0.265,0.535,0.465,0.566,-0.564,-0.361,-0.296,0.009
0.186,0.131,0.683,0.273,0.388,0.329,0.069,0.052,0.131,0.186,0.683,0.387,0.277,0.43,0.18,0.043,0.464,0.195,0.341,0.296,0.336,0.336,0.245,0.499,0.501,0.729,-0.259,-0.324,-0.345,0.214
