BTC_T,BTC_H,BTC_S,BTC_D
6246,3409,5681,565
4914,2750,4519,395
5126,2850,4688,438
8518,4642,7789,729
4972,2787,4561,411
5238,2860,4762,476
8284,4542,7560,724
5551,3093,5088,463
8899,4903,8142,757
2370,1319,2172,198
2982,1640,2727,255
9747,5335,8864,883
7276,4015,6645,631
5689,3155,5202,487
12187,6732,11129,1058
3346,1840,3057,289
5276,2933,4837,439
3511,1954,3224,287
3338,1860,3059,279
7118,3923,6504,614
2572,1416,2341,231
8642,4728,7875,767
9547,5181,8646,901
11677,6466,10678,999
6529,3597,5946,583
4583,2538,4188,395
5925,3297,5408,517
15920,8632,14438,1482
6396,3454,5797,599
8085,4488,7397,688
2366,1334,2179,187
4017,2187,3646,371
1744,981,1613,131
4331,2379,3951,380
8235,4559,7520,715
13637,7474,12447,1190
7422,4115,6792,630
79348,43484,72297,7051
4782,2627,4357,425
18265,10013,16650,1615
19826,10949,18088,1738
11434,6207,10401,1033
2482,1403,2296,186
10032,5480,9130,902
6561,3681,6028,533
7270,3982,6619,651
1946,1070,1775,171
9618,5434,8870,748
4120,2268,3758,362
19319,10573,17658,1661
9694,5345,8846,848
9661,5238,8759,902
6280,3414,5711,569
6458,3497,5862,596
4389,2395,3993,396
6533,3572,5930,603
5258,2906,4806,452
5165,2858,4718,447
3671,2014,3351,320
9578,5239,8711,867
8252,4547,7526,726
16686,9212,15246,1440
1490,826,1372,118
2168,1204,1992,176
4961,2760,4550,411
2895,1632,2668,227
3693,2003,3356,337
4784,2620,4347,437
5269,2909,4814,455
18760,10270,17103,1657
4155,2278,3788,367
5943,3221,5389,554
2500,1407,2299,201
5745,3160,5244,501
8208,4541,7505,703
8453,4572,7655,798
19014,10400,17321,1693
16289,8900,14857,1432
7049,3882,6424,625
4480,2451,4069,411
6463,3537,5889,574
5955,3268,5423,532
4856,2722,4460,396
1287,700,1172,115
8357,4620,7682,675
10957,5956,9976,981
6636,3644,6047,589
23146,12477,21039,2107
6075,3357,5547,528
2717,1477,2475,242
4482,2473,4097,385
8321,4671,7624,697
6065,3316,5512,553
15171,8396,13861,1310
6379,3522,5854,525
4896,2703,4463,433
6793,3745,6225,568
14007,7598,12702,1305
2002,1129,1839,163
2639,1442,2397,242
2050,1114,1857,193
2798,1537,2547,251
6442,3492,5850,592
5947,3258,5414,533
20979,11668,19232,1747
10990,6008,10004,986
5406,2982,4945,461
4908,2641,4428,480
11009,6124,10080,929
2724,1525,2509,215
6419,3530,5849,570
11137,6087,10170,967
6205,3471,5693,512
11328,6307,10387,941
2346,1276,2128,218
2590,1410,2361,229
5601,3049,5089,512
1279,708,1172,107
3234,1802,2974,260
8503,4602,7711,792
6103,3382,5589,514
3747,2072,3430,317
5750,3189,5252,498
4798,2643,4385,413
17941,9906,16423,1518
1163,616,1052,111
2447,1381,2260,187
5810,3236,5327,483
6098,3339,5566,532
2478,1363,2262,216
2210,1260,2043,167
7226,3971,6583,643
1973,1097,1819,154
7354,4041,6710,644
3890,2138,3538,352
9220,4973,8382,838
2420,1332,2201,219
4173,2296,3806,367
3726,2060,3409,317
8826,4897,8089,737
12654,6957,11520,1134
3747,2071,3423,324
4694,2628,4307,387
7821,4337,7163,658
15565,8565,14194,1371
14534,7932,13247,1287
5319,2918,4841,478
8432,4641,7707,725
5625,3071,5107,518
10348,5640,9407,941
7338,4042,6685,653
4725,2656,4350,375
6974,3836,6371,603
3075,1724,2818,257
9321,5089,8506,815
13221,7294,12060,1161
4796,2626,4367,429
1213,689,1122,91
4151,2334,3807,344
2940,1587,2651,289
7377,4074,6764,613
2271,1238,2065,206
13515,7276,12280,1235
3451,1891,3133,318
5930,3240,5380,550
4363,2428,3990,373
11151,6020,10155,996
5486,2994,4967,519
5396,3031,4965,431
18430,10004,16716,1714
5874,3255,5364,510
2862,1565,2605,257
2341,1265,2120,221
7590,4113,6910,680
4623,2588,4250,373
6803,3694,6201,602
1774,924,1586,188
9924,5422,9019,905
7388,4080,6767,621
3880,2116,3516,364
5681,3026,5112,569
3323,1813,3026,297
7485,4161,6848,637
43760,24389,40180,3580
5510,3008,5022,488
2168,1175,1959,209
4928,2765,4536,392
6825,3714,6185,640
7540,4110,6853,687
12777,6906,11579,1198
10705,5927,9774,931
13918,7602,12677,1241
5631,3096,5137,494
3926,2164,3590,336
2177,1222,1995,182
14225,7801,12991,1234
4267,2335,3872,395
4144,2238,3750,394
3918,2154,3578,340
1846,1030,1701,145
2778,1533,2541,237
3029,1683,2775,254
3835,2107,3491,344
3050,1660,2773,277
7675,4145,6975,700
1870,1020,1700,170
4345,2340,3931,414
15578,8487,14192,1386
2304,1267,2098,206
1791,1008,1654,137
2487,1366,2266,221
4742,2611,4325,417
4531,2468,4117,414
16176,8852,14767,1409
5562,3086,5095,467
6256,3443,5706,550
2854,1607,2633,221
3664,2017,3340,324
3813,2099,3478,335
7157,3884,6488,669
4591,2545,4193,398
2409,1340,2205,204
10287,5580,9318,969
21224,11564,19322,1902
8536,4684,7800,736
5211,2824,4720,491
6433,3552,5883,550
2788,1540,2543,245
3757,2049,3444,313
5139,2818,4677,462
4872,2636,4415,457
10232,5571,9306,926
11687,6358,10613,1074
6563,3611,5987,576
7188,4001,6583,605
10392,5713,9474,918
8530,4672,7774,756
3780,2041,3425,355
6743,3745,6179,564
2089,1151,1906,183
12515,6974,11502,1013
2434,1354,2233,201
3576,1938,3233,343
9801,5367,8938,863
2628,1442,2398,230
15443,8524,14151,1292
1541,812,1378,163
5931,3238,5422,509
2497,1364,2272,225
4473,2463,4076,397
23520,12861,21383,2137
9095,5060,8331,764
2963,1634,2707,256
12983,6967,11724,1259
11564,6306,10504,1060
10932,6013,9982,950
6188,3367,5616,572
7234,3927,6566,668
3838,2103,3493,345
4528,2478,4119,409
6044,3313,5508,536
10513,5775,9596,917
9171,5022,8373,798
5336,2982,4892,444
2195,1215,2003,192
7180,3908,6521,659
7521,4162,6884,637
4037,2262,3699,338
8964,4866,8127,837
23701,13046,21712,1989
5604,3091,5124,480
2276,1248,2071,205
730,403,664,66
6026,3342,5508,518
27573,15168,25244,2329
6796,3765,6209,587
9106,4970,8304,802
5719,3112,5199,520
10834,5881,9890,944
818,449,744,74
6331,3521,5798,533
9878,5545,9093,785
8070,4390,7348,722
2042,1138,1877,165
5035,2716,4569,466
4737,2585,4300,437
6712,3637,6081,631
12062,6551,10921,1141
3685,2007,3344,341
7399,4121,6784,615
11736,6353,10623,1113
7082,3847,6426,656
2641,1455,2402,239
13075,7140,11907,1168
5807,3215,5312,495
3978,2159,3608,370
8780,4742,7949,831
6608,3639,6041,567
8782,4731,7982,800
3428,1869,3124,304
6767,3708,6158,609
6120,3344,5562,558
3775,2080,3448,327
14602,8059,13327,1275
7643,4210,6974,669
12113,6649,11045,1068
8083,4445,7364,719
6210,3417,5653,557
7106,3943,6508,598
7741,4308,7086,655
2583,1416,2343,240
18680,10459,17148,1532
11291,6252,10318,973
7861,4250,7127,734
9130,4972,8298,832
4591,2562,4211,380
9916,5426,9067,849
7225,3973,6594,631
6093,3336,5547,546
19417,10582,17627,1790
2745,1508,2501,244
8215,4442,7444,771
7125,3865,6470,655
1643,897,1495,148
13196,7324,12097,1099
4414,2432,4019,395
7365,4034,6705,660
39209,21420,35727,3482
2285,1207,2064,221
8303,4594,7596,707
10859,5818,9797,1062
10644,5786,9666,978
3440,1882,3132,308
7698,4205,6984,714
17685,9741,16148,1537
1148,627,1050,98
5825,3219,5317,508
4588,2510,4169,419
6879,3747,6248,631
5589,3112,5122,467
5900,3245,5378,522
6981,3897,6399,582
2447,1347,2244,203
4116,2262,3753,363
9574,5288,8781,793
5101,2841,4675,426
79365,43512,72382,6983
8925,4940,8164,761
2271,1276,2094,177
4814,2654,4398,416
7012,3849,6363,649
13880,7652,12693,1187
8912,4991,8174,738
7346,4078,6712,634
3632,1972,3291,341
4711,2640,4329,382
3304,1803,3010,294
6363,3473,5788,575
6979,3751,6347,632
4518,2518,4142,376
11057,6084,10081,976
3739,2054,3413,326
14106,7620,12773,1333
1643,921,1506,137
8782,4720,7921,861
11343,6162,10311,1032
14162,7942,13020,1142
5724,3198,5256,468
5629,3081,5123,506
10008,5470,9135,873
11515,6303,10471,1044
4225,2308,3842,383
4242,2364,3883,359
3311,1804,3030,281
5954,3248,5413,541
3145,1697,2847,298
4528,2518,4154,374
12800,6927,11606,1194
15055,8246,13737,1318
9534,5189,8673,861
3158,1740,2876,282
3841,2092,3481,360
7043,3904,6432,611
2004,1112,1835,169
13944,7646,12721,1223
4043,2228,3682,361
6337,3438,5770,567
6408,3459,5796,612
9600,5176,8676,924
8162,4607,7492,670
13777,7610,12604,1173
1639,890,1485,154
7713,4316,7091,622
629,356,576,53
2023,1114,1845,178
2615,1451,2390,225
4474,2525,4124,350
16156,8834,14723,1433
8530,4663,7764,766
4724,2611,4313,411
3973,2174,3615,358
5262,2880,4787,475
8939,4734,8001,938
6877,3805,6291,586
9462,5198,8634,828
4237,2300,3855,382
5841,3158,5310,531
5973,3271,5445,528
3203,1801,2945,258
8378,4593,7625,753
4420,2421,4030,390
4123,2257,3758,365
8523,4741,7815,708
3112,1709,2844,268
1869,1030,1706,163
9964,5450,9087,877
3718,2014,3367,351
4008,2203,3662,346
4020,2247,3694,326
5626,3129,5152,474
1845,1028,1692,153
10364,5741,9482,882
12345,6857,11289,1056
8970,4876,8154,816
9957,5594,9167,790
2553,1415,2333,220
7895,4357,7199,696
3268,1796,2985,283
2937,1617,2680,257
5278,2951,4842,436
2966,1630,2706,260
4066,2264,3734,332
12535,7042,11504,1031
9674,5376,8869,805
2527,1418,2326,201
6943,3805,6353,590
12526,6831,11402,1124
11576,6336,10526,1050
12875,7052,11736,1139
3326,1777,2989,337
4375,2390,3997,378
6054,3338,5514,540
1494,842,1375,119
5035,2833,4624,411
6431,3504,5880,551
6299,3425,5721,578
3068,1643,2768,300
7025,3909,6437,588
4367,2420,3989,378
5725,3104,5201,524
5423,3012,4969,454
49151,26817,44550,4601
3652,1979,3308,344
12966,7099,11797,1169
7050,3872,6430,620
1509,830,1379,130
2771,1508,2520,251
7293,4076,6684,609
3400,1829,3080,320
9927,5480,9054,873
3188,1785,2931,257
4353,2406,3976,377
3809,2123,3497,312
2846,1576,2598,248
16153,8964,14795,1358
1250,702,1154,96
5508,3063,5053,455
5566,3127,5125,441
4720,2579,4289,431
3408,1901,3121,287
2373,1336,2183,190
2716,1493,2484,232
3749,2078,3433,316
17832,9725,16222,1610
8662,4753,7927,735
5786,3168,5310,476
4831,2645,4384,447
2872,1596,2628,244
5197,2907,4776,421
6512,3508,5879,633
2742,1512,2504,238
8211,4426,7412,799
8002,4318,7239,763
8731,4735,7899,832
15538,8454,14124,1414
8043,4422,7334,709
79651,43836,72682,6969
9927,5523,9106,821
4442,2463,4058,384
6341,3505,5796,545
5010,2785,4580,430
4870,2714,4471,399
8230,4502,7493,737
6687,3661,6093,594
11678,6421,10648,1030
3928,2141,3573,355
7283,4030,6657,626
4224,2292,3827,397
6965,3845,6355,610
6113,3365,5576,537
8058,4536,7420,638
3394,1851,3091,303
3508,1934,3208,300
3487,1924,3184,303
3948,2150,3594,354
4949,2702,4500,449
6194,3384,5647,547
5450,3042,4998,452
5399,2978,4926,473
6181,3409,5638,543
8858,4923,8112,746
17115,9395,15593,1522
3523,1933,3207,316
6565,3628,6008,557
7309,4091,6708,601
6049,3262,5488,561
21258,11649,19441,1817
9257,5106,8421,836
4942,2729,4512,430
6571,3652,6019,552
5451,3048,5014,437
2763,1538,2529,234
42735,23359,39113,3622
6601,3644,6029,572
4793,2600,4345,448
3966,2164,3608,358
3416,1916,3135,281
2902,1633,2675,227
5282,2908,4818,464
1178,684,1093,85
3210,1679,2905,305
2287,1267,2092,195
2971,1630,2713,258
8057,4439,7368,689
3694,2060,3397,297
6342,3470,5769,573
1585,870,1456,129
2322,1244,2098,224
7656,4192,6959,697
11329,6181,10327,1002
13049,7077,11819,1230
2444,1379,2255,189
3050,1692,2795,255
8659,4710,7857,802
9480,5246,8665,815
3632,2025,3324,308
2797,1528,2550,247
10971,6057,10022,949
6128,3270,5541,587
4815,2674,4412,403
2424,1353,2230,194
2765,1523,2527,238
6874,3684,6201,673
4720,2638,4335,385
3515,1931,3198,317
2778,1540,2532,246
4768,2639,4366,402
4806,2580,4326,480
5452,2965,4985,467
4504,2486,4127,377
2607,1455,2390,217
10165,5515,9178,987
9152,5020,8326,826
6903,3782,6278,625
7178,3910,6542,636
3118,1720,2854,264
2068,1153,1894,174
10265,5671,9401,864
5598,3067,5091,507
12330,6756,11244,1086
2573,1426,2354,219
3146,1754,2885,261
5711,3203,5249,462
5721,3084,5182,539
5983,3314,5460,523
8092,4434,7382,710
2405,1291,2182,223
1797,989,1641,156
6785,3739,6188,597
8959,4951,8199,760
6083,3281,5516,567
10376,5662,9442,934
2872,1589,2619,253
13892,7549,12627,1265
5892,3223,5367,525
11651,6437,10704,947
3603,1981,3288,315
11630,6319,10552,1078
8321,4683,7627,694
46717,25758,42693,4024
2467,1356,2261,206
9119,4984,8284,835
655,368,600,55
32397,17807,29507,2890
6788,3790,6225,563
7404,4009,6699,705
6001,3324,5485,516
2741,1503,2494,247
7145,3902,6501,644
11290,6219,10312,978
11751,6479,10742,1009
4185,2291,3809,376
1451,811,1329,122
3941,2138,3568,373
3648,2028,3340,308
12758,7056,11647,1111
4976,2766,4558,418
4216,2314,3847,369
2166,1216,1996,170
9381,5128,8537,844
4433,2418,4044,389
2152,1218,1988,164
5396,2930,4905,491
7456,4111,6840,616
3844,2137,3521,323
4685,2625,4307,378
6955,3882,6372,583
8591,4717,7830,761
2539,1399,2322,217
6132,3380,5586,546
7031,3928,6446,585
13994,7740,12787,1207
4769,2657,4371,398
7426,4060,6762,664
7692,4256,7032,660
4233,2322,3862,371
3740,2100,3441,299
10388,5636,9423,965
8580,4713,7827,753
4834,2694,4444,390
7495,4153,6860,635
5521,3029,5039,482
4401,2475,4048,353
16238,8771,14687,1551
5743,3121,5203,540
13536,7392,12308,1228
3418,1872,3107,311
4085,2247,3721,364
5795,3206,5299,496
1846,992,1687,159
5613,3041,5088,525
2444,1343,2226,218
3682,2041,3369,313
7889,4343,7204,685
6746,3684,6138,608
3234,1753,2951,283
2401,1343,2206,195
5837,3148,5283,554
4991,2768,4564,427
2848,1555,2591,257
7743,4178,7058,685
10214,5573,9289,925
5303,2805,4754,549
2784,1529,2542,242
4099,2240,3730,369
44019,24536,40420,3599
11374,6236,10343,1031
5467,3026,5002,465
20185,11038,18403,1782
6511,3593,5938,573
4403,2434,4036,367
7503,4136,6854,649
6877,3814,6284,593
4831,2715,4445,386
7925,4295,7190,735
2157,1185,1964,193
3035,1705,2789,246
8676,4759,7900,776
14725,7964,13332,1393
6995,3848,6375,620
6915,3796,6301,614
5809,3192,5294,515
3130,1705,2848,282
11899,6610,10888,1011
8606,4774,7881,725
6991,3838,6376,615
12949,7205,11852,1097
5836,3244,5339,497
21567,11848,19653,1914
4415,2414,4026,389
4391,2461,4024,367
2536,1394,2316,220
4425,2413,4029,396
45454,24987,41553,3901
2815,1550,2565,250
10815,6021,9944,871
5561,3080,5077,484
6486,3581,5936,550
7203,3922,6546,657
6787,3758,6199,588
6515,3654,5989,526
6192,3362,5611,581
6107,3379,5584,523
6519,3583,5964,555
6690,3673,6104,586
39425,21518,35892,3533
748,426,690,58
2672,1481,2444,228
1764,964,1603,161
8144,4426,7406,738
2730,1498,2484,246
5066,2779,4618,448
8647,4722,7900,747
12272,6686,11170,1102
2430,1367,2237,193
1494,808,1348,146
6648,3722,6105,543
4604,2523,4188,416
3417,1884,3117,300
5375,2927,4892,483
4692,2550,4259,433
3909,2173,3580,329
4074,2269,3737,337
6098,3327,5556,542
11309,6166,10277,1032
4568,2534,4180,388
2801,1528,2543,258
3669,2011,3340,329
4424,2477,4064,360
9730,5389,8887,843
10341,5690,9435,906
6126,3352,5574,552
6678,3705,6119,559
2408,1327,2191,217
3069,1669,2782,287
16465,8924,14956,1509
3535,1922,3207,328
2525,1394,2302,223
2551,1411,2332,219
4098,2223,3717,381
12570,6817,11435,1135
7514,4131,6846,668
3749,2009,3387,362
13109,7130,11919,1190
6672,3670,6085,587
2522,1404,2320,202
4326,2318,3901,425
12812,6936,11619,1193
10551,5875,9639,912
7282,3987,6632,650
8018,4403,7294,724
13755,7508,12502,1253
7165,3915,6511,654
6144,3370,5600,544
2330,1293,2124,206
4838,2658,4419,419
7180,3905,6529,651
1835,1026,1687,148
3634,2026,3341,293
1670,905,1512,158
11395,6223,10349,1046
9213,5066,8392,821
9841,5366,8943,898
4407,2425,4010,397
5791,3174,5282,509
22704,12420,20719,1985
5588,3088,5116,472
3328,1823,3033,295
4665,2600,4263,402
4706,2570,4277,429
8227,4498,7486,741
8645,4690,7866,779
5266,2895,4808,458
4754,2617,4329,425
5506,3047,5032,474
5455,2988,4966,489
6869,3829,6295,574
8265,4571,7576,689
2270,1277,2096,174
10397,5803,9527,870
4947,2699,4497,450
8527,4735,7805,722
5596,3033,5069,527
6005,3337,5503,502
2219,1257,2046,173
9964,5406,9022,942
2460,1356,2244,216
5735,3150,5238,497
3501,1920,3203,298
18342,10150,16798,1544
13466,7483,12348,1118
79353,43486,72301,7052
1384,770,1270,114
10765,5882,9775,990
5849,3219,5329,520
4176,2293,3805,371
5007,2765,4589,418
9296,5246,8563,733
3549,1946,3237,312
5185,2837,4725,460
8993,4908,8175,818
5303,2870,4807,496
9227,5073,8455,772
2450,1380,2255,195
6619,3615,6039,580
5571,3107,5107,464
2781,1495,2514,267
13202,7300,12080,1122
6094,3354,5551,543
8026,4496,7372,654
9193,5053,8385,808
4999,2736,4557,442
8655,4665,7825,830
6598,3723,6085,513
5869,3280,5387,482
9234,5032,8395,839
3888,2097,3533,355
121428,66232,110388,11040
18153,10049,16640,1513
5916,3313,5436,480
6353,3509,5809,544
9539,5271,8727,812
12996,7213,11899,1097
6525,3570,5924,601
8422,4477,7553,869
12625,7030,11553,1072
8923,4939,8149,774
1314,733,1205,109
4080,2255,3725,355
8322,4567,7632,690
17137,9370,15597,1540
8415,4637,7679,736
7516,4128,6834,682
4786,2667,4379,407
7581,4096,6868,713
1258,691,1150,108
6095,3322,5547,548
4749,2663,4358,391
4609,2473,4152,457
16676,9074,15196,1480
22867,12560,20857,2010
2587,1432,2359,228
6619,3601,6020,599
6348,3468,5766,582
9744,5334,8900,844
3884,2114,3521,363
5942,3299,5435,507
4539,2472,4130,409
5529,3047,5057,472
11378,6187,10372,1006
10492,5711,9567,925
4786,2594,4344,442
4353,2397,3970,383
6333,3469,5809,524
9951,5432,9045,906
5377,2959,4905,472
22254,12136,20238,2016
7438,4139,6808,630
2428,1320,2207,221
2630,1476,2418,212
8087,4444,7391,696
6036,3309,5500,536
7538,4152,6883,655
6957,3859,6368,589
2289,1246,2077,212
3566,1968,3254,312
3410,1886,3115,295
4633,2538,4218,415
4172,2359,3834,338
17010,9246,15477,1533
7284,3958,6639,645
3750,2070,3424,326
4645,2615,4272,373
1895,1031,1727,168
19207,10559,17570,1637
7596,4159,6917,679
16045,8807,14652,1393
4903,2705,4478,425
4365,2420,3988,377
3138,1718,2861,277
6623,3607,6032,591
9468,5145,8601,867
40506,22393,37208,3298
2906,1578,2636,270
6085,3389,5571,514
6440,3488,5846,594
5055,2779,4610,445
7387,3972,6666,721
4494,2491,4118,376
5688,3174,5212,476
3088,1690,2812,276
5845,3209,5337,508
4691,2548,4259,432
9118,5004,8320,798
5799,3176,5270,529
4319,2378,3932,387
5757,3175,5262,495
2951,1618,2674,277
2750,1517,2512,238
11288,6118,10261,1027
4423,2415,4011,412
7100,3881,6450,650
3479,1911,3168,311
6427,3577,5900,527
2248,1230,2049,199
4916,2705,4485,431
5600,3105,5130,470
7393,4056,6730,663
5183,2886,4756,427
9569,5174,8662,907
8716,4816,7962,754
11241,6044,10213,1028
5168,2822,4696,472
2549,1390,2321,228
4709,2593,4298,411
10492,5782,9584,908
11012,5967,10004,1008
8977,4898,8164,813
8663,4715,7870,793
20734,11374,18951,1783
4423,2425,4021,402
10315,5667,9385,930
5617,3120,5143,474
6651,3661,6067,584
61555,33962,56292,5263
7692,4153,6974,718
5389,2972,4922,467
5607,3088,5105,502
2436,1363,2240,196
4096,2260,3734,362
30537,16770,27845,2692
3878,2196,3577,301
15387,8515,14060,1327
4171,2295,3797,374
2304,1310,2132,172
17472,9522,15897,1575
4336,2413,3975,361
6908,3808,6320,588
2538,1391,2308,230
5318,2997,4892,426
6969,3773,6305,664
8684,4742,7898,786
4321,2401,3955,366
4145,2266,3770,375
1605,869,1465,140
7547,4124,6866,681
5835,3181,5304,531
9190,5051,8365,825
4806,2692,4413,393
7857,4314,7145,712
5651,3088,5147,504
6867,3796,6278,589
2084,1161,1913,171
15052,8175,13643,1409
3059,1644,2763,296
7842,4302,7139,703
5967,3264,5432,535
7214,3986,6577,637
5765,3204,5278,487
6864,3725,6240,624
11251,6193,10278,973
5803,3192,5293,510
7690,4246,7012,678
5078,2781,4614,464
5950,3236,5407,543
11196,6086,10136,1060
9341,5146,8512,829
6826,3732,6181,645
3386,1841,3082,304
2715,1513,2496,219
9310,5096,8502,808
5483,2983,4990,493
11727,6465,10689,1038
5153,2819,4697,456
2221,1211,2025,196
9085,5028,8316,769
9962,5398,9037,925
7116,3895,6487,629
14246,7900,13044,1202
3048,1724,2806,242
9646,5280,8764,882
6325,3462,5754,571
41085,22551,37477,3608
4568,2521,4178,390
9510,5153,8615,895
2231,1210,2028,203
12388,6856,11325,1063
5170,2803,4687,483
6353,3511,5809,544
3128,1728,2858,270
5989,3297,5474,515
3418,1862,3090,328
3332,1833,3039,293
3703,2030,3378,325
9486,5184,8641,845
25463,13983,23194,2269
3675,1986,3332,343
4882,2728,4478,404
53795,29689,49107,4688
9568,5162,8648,920
7121,3934,6503,618
3984,2180,3631,353
3451,1870,3125,326
5093,2768,4628,465
14266,7759,13000,1266
2935,1641,2694,241
8102,4489,7409,693
7726,4272,7067,659
5212,2893,4767,445
3064,1716,2811,253
10767,5889,9801,966
2003,1063,1816,187
5484,3011,4998,486
15595,8535,14197,1398
3873,2103,3519,354
6376,3483,5808,568
3206,1743,2906,300
8711,4795,7936,775
2339,1292,2137,202
2681,1465,2434,247
7904,4452,7257,647
2534,1425,2334,200
16301,8891,14782,1519
6024,3316,5493,531
9658,5258,8777,881
12389,6623,11263,1126
26489,14551,24185,2304
8455,4765,7788,667
8097,4397,7365,732
3565,1942,3239,326
6090,3328,5527,563
9263,5056,8433,830
2897,1558,2612,285
2389,1314,2176,213
10615,5862,9696,919
11906,6522,10853,1053
15229,8410,13908,1321
6124,3376,5604,520
8913,4932,8151,762
8418,4532,7650,768
5527,3047,5040,487
6014,3306,5486,528
25101,13770,22985,2116
8290,4542,7558,732
2806,1563,2575,231
8815,4804,8006,809
128673,70311,117172,11501
12577,6922,11497,1080
15528,8487,14118,1410
6078,3362,5556,522
9740,5305,8841,899
2890,1587,2631,259
2899,1608,2651,248
2850,1559,2587,263
10925,6068,10021,904
1266,697,1161,105
3302,1833,3021,281
10629,5839,9738,891
4406,2465,4042,364
15985,8739,14583,1402
5252,2922,4810,442
6437,3555,5888,549
959,532,882,77
9979,5396,9049,930
13913,7629,12678,1235
2809,1579,2590,219
13397,7343,12230,1167
10146,5578,9245,901
4510,2518,4134,376
5578,3094,5107,471
7644,4213,6980,664
4464,2434,4049,415
6135,3389,5601,534
2654,1415,2403,251
6723,3742,6153,570
2677,1497,2459,218
6443,3565,5895,548
3396,1857,3092,304
2947,1612,2679,268
9405,5093,8524,881
5632,3093,5138,494
6407,3513,5854,553
7223,3991,6591,632
9018,4959,8215,803
7847,4330,7182,665
6876,3802,6299,577
6179,3442,5655,524
6330,3432,5742,588
9023,4872,8173,850
10543,5828,9673,870
2573,1443,2361,212
6173,3382,5629,544
3770,2113,3460,310
8668,4851,7953,715
7197,3931,6542,655
3478,1921,3174,304
6840,3775,6238,602
4100,2304,3770,330
5203,2852,4745,458
12109,6685,11046,1063
4060,2235,3706,354
3674,2045,3364,310
30697,16794,28004,2693
2036,1132,1861,175
10085,5434,9130,955
3103,1714,2830,273
4832,2595,4358,474
16310,8834,14784,1526
30188,16234,27285,2903
4561,2504,4156,405
7557,4118,6888,669
5206,2878,4751,455
6686,3747,6130,556
3387,1893,3118,269
5041,2815,4622,419
5714,3191,5246,468
13458,7298,12257,1201
7042,3866,6421,621
4545,2500,4138,407
11052,6001,10008,1044
5858,3267,5368,490
7309,3985,6630,679
3481,1908,3173,308
8158,4506,7465,693
1683,926,1539,144
3238,1780,2956,282
3604,1976,3288,316
5562,3064,5072,490
3712,2089,3410,302
7403,4038,6710,693
5969,3266,5428,541
10165,5680,9337,828
1564,833,1410,154
5962,3265,5422,540
3486,1926,3191,295
2146,1175,1961,185
11916,6618,10921,995
6436,3477,5820,616
4298,2428,3956,342
3428,1921,3155,273
5989,3292,5467,522
8353,4597,7607,746
5542,3074,5068,474
2811,1584,2590,221
5159,2851,4719,440
4070,2258,3729,341
2382,1298,2163,219
79352,43486,72300,7052
2235,1260,2062,173
17003,9215,15414,1589
825,471,766,59
6586,3624,5998,588
6891,3794,6288,603
5022,2741,4576,446
6678,3694,6101,577
12277,6640,11102,1175
1084,568,974,110
16073,8808,14641,1432
5745,3130,5228,517
4615,2591,4245,370
5780,3194,5268,512
11509,6305,10467,1042
45264,24782,41189,4075
7730,4171,7003,727
2479,1358,2258,221
10911,6020,9970,941
3572,1965,3258,314
5010,2777,4597,413
6918,3763,6274,644
11759,6397,10663,1096
4752,2522,4287,465
3873,2109,3521,352
7572,4158,6893,679
15565,8456,14142,1423
5460,2992,4967,493
10104,5539,9196,908
13333,7108,12078,1255
2692,1503,2477,215
5976,3269,5440,536
9465,5169,8598,867
11040,6105,10105,935
19174,10507,17505,1669
2372,1360,2197,175
7274,4016,6634,640
10819,5993,9901,918
7224,4005,6604,620
8692,4765,7928,764
2946,1632,2693,253
8596,4752,7851,745
5528,3071,5054,474
5350,2985,4900,450
3653,2011,3334,319
6399,3553,5862,537
20150,11011,18319,1831
8147,4509,7465,682
5872,3212,5339,533
8254,4609,7580,674
7898,4286,7169,729
8885,4905,8127,758
17331,9503,15794,1537
15632,8400,14218,1414
4885,2671,4442,443
11123,5973,10099,1024
8808,4877,8039,769
12304,6693,11197,1107
5061,2762,4610,451
6568,3610,5988,580
9322,5095,8479,843
3676,1977,3340,336
6106,3342,5558,548
4410,2413,4008,402
12081,6614,11023,1058
4548,2492,4140,408
6574,3608,5988,586
20969,11170,18983,1986
8804,4861,8093,711
5472,3012,4982,490
6240,3445,5697,543
3775,2052,3422,353
3794,2111,3474,320
3700,2006,3355,345
2387,1310,2177,210
5235,2834,4742,493
1821,1031,1684,137
7326,4053,6704,622
4759,2650,4370,389
3842,2171,3540,302
3919,2147,3568,351
6487,3568,5915,572
2626,1436,2387,239
9606,5323,8785,821
5558,3047,5064,494
5916,3247,5378,538
10633,5839,9683,950
12920,7109,11768,1152
18354,10079,16740,1614
8383,4516,7615,768
5673,3115,5181,492
11770,6405,10701,1069
9009,4920,8191,818
2856,1561,2602,254
11001,6012,10013,988
2391,1335,2190,201
2431,1318,2206,225
8754,4807,8031,723
4428,2440,4040,388
16731,9170,15263,1468
4487,2406,4044,443
5630,3103,5132,498
8655,4760,7896,759
5484,2966,4972,512
17687,9700,16143,1544
6071,3316,5512,559
11286,6159,10287,999
5968,3222,5397,571
7207,3903,6567,640
11849,6499,10837,1012
5172,2810,4695,477
19251,10569,17545,1706
3466,1891,3145,321
3450,1893,3148,302
32533,17732,29649,2884
5953,3244,5396,557
1153,648,1058,95
5711,3107,5179,532
10423,5613,9419,1004
12609,6992,11523,1086
5452,3011,4987,465
